sample_id,match_source,source_split_manifest,source_file_manifest,source_split_candidate,source_file_candidate,day_final,video_final,group_id,img_name,center_frame_for_training,center_frame_from_img,center_frame_final,center_ts_final,center_playback_sec,center_real_sec,frames,pig_id,x1,y1,x2,y2,behavior,hidden,trigger_type_manifest,roi_name_manifest,near_roi_manifest,trigger_type,roi_name,frame_mismatch
burst_color_1e019aa5_33_ID_3,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_3,945.97,294.35,1055.69,460.2,lying,No,onset,,0.0,onset,,True
burst_color_1e019aa5_33_ID_4,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_4,756.74,419.86,982.8,573.79,lying,No,onset,,0.0,onset,,True
burst_color_1e019aa5_33_ID_5,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_5,951.58,478.78,1086.23,571.56,lying,No,onset,,0.0,onset,,True
burst_color_1e019aa5_33_ID_6,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_6,881.41,297.44,1020.05,483.16,lying,No,onset,,0.0,onset,,True
burst_color_1e019aa5_33_ID_7,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_7,948.18,263.39,1086.9,385.3,lying,No,onset,,0.0,onset,,True
burst_color_1e019aa5_33_ID_8,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs031219,/content/drive/MyDrive/pig_data_unzipped/pigs031219/PIGS031219/000175/color.mp4,burst_color_1e019aa5_33,burst_color_1e019aa5_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_8,853.01,504.06,980.99,592.17,lying,No,onset,,0.0,onset,,True
burst_color_1e528e07_700_ID_1,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_1,184.31,346.22,444.84,590.7,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_2,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_2,221.65,40.91,494.63,280.7,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_3,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_3,371.57,79.64,601.89,316.64,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_4,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_4,279.33,438.34,580.15,600.2,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_5,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_5,247.07,264.4,585.86,389.57,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_6,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_6,500.35,112.5,730.24,236.69,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_7,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_7,698.79,166.62,869.57,255.09,sitting,No,,,,offset,,False
burst_color_1e528e07_700_ID_8,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000324/color.mp4,burst_color_1e528e07_700,burst_color_1e528e07_700_f21_k3.jpg,21,21,21.0,0.7,0.7,3.5,12|15|18|21|24|27,ID_8,194.93,106.43,312.98,428.01,sitting,No,,,,offset,,False
burst_color_1e6b8157_533_ID_1,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_1,1110.38,245.29,1234.79,432.27,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_2,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_2,697.23,162.29,900.45,317.76,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_3,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_3,767.02,209.23,956.1,416.06,sitting,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_4,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_4,887.46,490.6,1038.57,581.37,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_5,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_5,1052.58,361.56,1159.56,519.64,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_6,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_6,895.34,336.86,1047.91,505.73,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_7,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_7,920.77,256.32,1078.71,387.58,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1e6b8157_533_ID_8,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000274/color.mp4,burst_color_1e6b8157_533,burst_color_1e6b8157_533_f16_k3.jpg,16,16,16.0,0.533,0.5333333333333333,2.6666666666666665,7|10|13|16|19|22,ID_8,936.34,434.59,1082.06,542.68,lying,No,speed_peak,,0.0,speed_peak,,False
burst_color_1ec47b87_14233_ID_1,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_1,860.96,225.44,994.61,455.47,fight,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_2,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_2,196.33,223.89,464.28,422.95,move,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_3,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_3,202.92,34.0,535.7,273.64,lying,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_4,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_4,859.51,398.1,997.08,605.64,fight,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_5,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_5,706.42,162.7,921.05,292.89,sitting,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_6,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_6,534.1000000000004,280.90000000000146,698.1805114746094,574.6394958496094,eat,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_7,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_7,181.40000000000143,371.0703125,424.9002075195313,620.1000000000004,stand,No,onset,,0.0,onset,,False
burst_color_1ec47b87_14233_ID_8,manifest,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/manifest_frame_attribute_(4).csv,pig-selected_frame_attribute_(4),/content/drive/MyDrive/pig-selected_frame_attribute_(4)/bursts_candidates.csv,pigs291119,/content/drive/MyDrive/pig_data_unzipped/pigs291119/PIGS291119/000231/color.mp4,burst_color_1ec47b87_14233,burst_color_1ec47b87_14233_f427_k3.jpg,427,427,427.0,14.233,14.233333333333333,71.16666666666667,418|421|424|427|430|433,ID_8,435.51691296609897,309.3209387054085,643.4095322383055,593.6699344868157,eat,No,onset,,0.0,onset,,False
burst_color_1f74905d_33_ID_1,manifest,pig-selected_frame_attribute_(5),/content/drive/MyDrive/pig-selected_frame_attribute_(5)/manifest_frame_attribute_(5).csv,pig-selected_frame_attribute_(5),/content/drive/MyDrive/pig-selected_frame_attribute_(5)/bursts_candidates.csv,pigs101219a,/content/drive/MyDrive/pig_data_unzipped/pigs101219a/PIGS101219a/000290/color.mp4,burst_color_1f74905d_33,burst_color_1f74905d_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_1,589.91,351.55,774.92,591.35,eat,No,offset,,0.0,offset,,True
burst_color_1fcd5adc_33_ID_1,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000212/color.mp4,burst_color_1fcd5adc_33,burst_color_1fcd5adc_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_1,259.64,203.63,456.16,551.09,explore,No,offset,,0.0,offset,,True
burst_color_1fcd5adc_33_ID_2,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000212/color.mp4,burst_color_1fcd5adc_33,burst_color_1fcd5adc_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_2,423.2,432.62,664.7,547.09,explore,No,offset,,0.0,offset,,True
burst_color_1fcd5adc_33_ID_3,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000212/color.mp4,burst_color_1fcd5adc_33,burst_color_1fcd5adc_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_3,592.72,425.84,863.36,550.61,explore,No,offset,,0.0,offset,,True
burst_color_1fcd5adc_33_ID_4,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs041219,/content/drive/MyDrive/pig_data_unzipped/pigs041219/PIGS041219/000212/color.mp4,burst_color_1fcd5adc_33,burst_color_1fcd5adc_33_f9_k3.jpg,9,9,1.0,0.033,0.3,1.5,0|3|6|9|12|15,ID_4,856.77,356.52,976.74,569.97,sitting,No,offset,,0.0,offset,,True
burst_color_21168ebd_133_ID_1,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_1,254.32,67.24,480.31,354.03,explore,No,,,,offset,,True
burst_color_21168ebd_133_ID_2,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_2,191.43,343.4,485.7,451.89,explore,No,,,,offset,,True
burst_color_21168ebd_133_ID_3,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_3,181.94,498.99,406.87,689.8,explore,No,,,,offset,,True
burst_color_21168ebd_133_ID_4,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_4,707.8,157.21,855.27,410.86,playwithtoy,No,,,,offset,,True
burst_color_21168ebd_133_ID_5,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_5,460.32,185.55,611.2,448.96,explore,No,,,,offset,,True
burst_color_21168ebd_133_ID_6,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_6,609.88,430.36,797.17,560.87,sitting,No,,,,offset,,True
burst_color_21168ebd_133_ID_7,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_7,553.37,304.17,763.53,402.66,explore,No,,,,offset,,True
burst_color_21168ebd_133_ID_8,candidate,,,pig-selected_frame_attribute_(2),/content/drive/MyDrive/pig-selected_frame_attribute_(2)/bursts_candidates.csv,pigs081119,/content/drive/MyDrive/pig_data_unzipped/pigs081119/PIGS081119/000365/color.mp4,burst_color_21168ebd_133,burst_color_21168ebd_133_f9_k3.jpg,9,9,4.0,0.133,0.3,1.5,0|3|6|9|12|15,ID_8,661.75,521.43,812.96,608.82,sitting,No,,,,offset,,True
burst_color_2145a2f7_67_ID_2,manifest,pig-selected_frame_attribute_(5),/content/drive/MyDrive/pig-selected_frame_attribute_(5)/manifest_frame_attribute_(5).csv,pig-selected_frame_attribute_(5),/content/drive/MyDrive/pig-selected_frame_attribute_(5)/bursts_candidates.csv,pigs101219b,/content/drive/MyDrive/pig_data_unzipped/pigs101219b/PIGS101219/000061/color.mp4,burst_color_2145a2f7_67,burst_color_2145a2f7_67_f9_k3.jpg,9,9,2.0,0.067,0.3,1.5,0|3|6|9|12|15,ID_2,449.91,258.58,628.86,591.4,eat,No,offset,,0.0,offset,,True
burst_color_2158f4a7_167_ID_1,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs051219,/content/drive/MyDrive/pig_data_unzipped/pigs051219/PIGS051219/000338/color.mp4,burst_color_2158f4a7_167,burst_color_2158f4a7_167_f9_k3.jpg,9,9,5.0,0.167,0.3,1.5,0|3|6|9|12|15,ID_1,207.13,31.92,537.94,260.38,sitting,No,roi_enter,toy,1.0,roi_enter,toy,True
burst_color_2158f4a7_167_ID_2,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs051219,/content/drive/MyDrive/pig_data_unzipped/pigs051219/PIGS051219/000338/color.mp4,burst_color_2158f4a7_167,burst_color_2158f4a7_167_f9_k3.jpg,9,9,5.0,0.167,0.3,1.5,0|3|6|9|12|15,ID_2,529.86,121.45,833.19,266.99,sitting,No,roi_enter,toy,1.0,roi_enter,toy,True
burst_color_2158f4a7_167_ID_3,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs051219,/content/drive/MyDrive/pig_data_unzipped/pigs051219/PIGS051219/000338/color.mp4,burst_color_2158f4a7_167,burst_color_2158f4a7_167_f9_k3.jpg,9,9,5.0,0.167,0.3,1.5,0|3|6|9|12|15,ID_3,652.71,456.41,854.7,610.17,lying,No,roi_enter,toy,1.0,roi_enter,toy,True
burst_color_2158f4a7_167_ID_4,manifest,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/manifest_frame_attribute_(3).csv,pig-selected_frame_attribute_(3),/content/drive/MyDrive/pig-selected_frame_attribute_(3)/bursts_candidates.csv,pigs051219,/content/drive/MyDrive/pig_data_unzipped/pigs051219/PIGS051219/000338/color.mp4,burst_color_2158f4a7_167,burst_color_2158f4a7_167_f9_k3.jpg,9,9,5.0,0.167,0.3,1.5,0|3|6|9|12|15,ID_4,468.87,314.29,616.91,595.69,eat,No,roi_enter,toy,1.0,roi_enter,toy,True
