contract_item_id,contract_item_type,source_file,symbol,line_range,test_file,test_name,audit_output,current_implementation_status
invariant.canonical_identity_nonblank_unique,invariant,src/pig_behavior/classification_v2/contracts/identifiers.py,ensure_object_track_keys,125-195,,,"blank_keys,duplicate_keys",IMPLEMENTED_AND_TESTED
invariant.canonical_identity_nonblank_unique,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,"blank_keys,duplicate_keys",IMPLEMENTED_AND_TESTED
invariant.no_positional_matching,invariant,src/pig_behavior/classification_v2/review/hidden_review_migration.py,carry_forward_hidden_review_decisions,244-458,,,positional_matches,IMPLEMENTED_AND_TESTED
invariant.no_positional_matching,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,positional_matches,IMPLEMENTED_AND_TESTED
invariant.no_cross_temporal_unit_pair,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,_add_temporal_deltas,989-1317,,,cross_unit_pair_count,IMPLEMENTED_AND_TESTED
invariant.pair_reset_at_temporal_unit_key,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,build_enhanced_spatiotemporal_features,220-317,,,native_pair_reset_errors,IMPLEMENTED_AND_TESTED
invariant.pair_reset_at_temporal_unit_key,invariant,src/pig_behavior/classification_v2/features/native_evidence_contract.py,check_native_review_evidence,122-227,,,native_pair_reset_errors,IMPLEMENTED_AND_TESTED
invariant.pair_reset_at_temporal_unit_key,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,native_pair_reset_errors,IMPLEMENTED_AND_TESTED
invariant.monotonic_timestamp_within_actor_unit,invariant,src/pig_behavior/classification_v2/features/temporal_harmonization.py,harmonize_temporal_labels,98-139,,,invalid_nonpositive_time_count,IMPLEMENTED_AND_TESTED
invariant.monotonic_timestamp_within_actor_unit,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,invalid_nonpositive_time_count,IMPLEMENTED_AND_TESTED
invariant.invalid_pairs_excluded_from_aggregates,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,_add_temporal_unit_aggregates,1585-2065,,,invalid_pair_aggregate_contributions,IMPLEMENTED_AND_TESTED
invariant.invalid_pairs_excluded_from_aggregates,invariant,src/pig_behavior/classification_v2/features/native_evidence_contract.py,check_native_review_evidence,122-227,,,invalid_pair_aggregate_contributions,IMPLEMENTED_AND_TESTED
invariant.valid_pair_coverage_exported,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,_add_temporal_unit_aggregates,1585-2065,,,pair_coverage_complete,IMPLEMENTED_AND_TESTED
invariant.producer_exporter_ordered_schema_equal,invariant,src/pig_behavior/classification_v2/features/spatial_schema.py,require_spatial_schema,424-442,,,ordered_schema_match,IMPLEMENTED_AND_TESTED
invariant.producer_exporter_ordered_schema_equal,invariant,src/pig_behavior/classification_v2/spatial_sequence_export.py,export_spatial_sequences,156-175,,,ordered_schema_match,IMPLEMENTED_AND_TESTED
invariant.fixed_tensor_dimension,invariant,src/pig_behavior/classification_v2/features/spatial_schema.py,require_spatial_tensor_bundle,445-606,,,"expected_dimension,actual_dimension,schema_hash",IMPLEMENTED_AND_TESTED
invariant.fixed_tensor_dimension,invariant,src/pig_behavior/classification_v2/spatial_sequence_export.py,export_spatial_sequences,156-175,,,"expected_dimension,actual_dimension,schema_hash",IMPLEMENTED_AND_TESTED
invariant.no_silent_column_shrinkage,invariant,src/pig_behavior/classification_v2/features/spatial_schema.py,require_spatial_schema,424-442,,,missing_required_features,IMPLEMENTED_AND_TESTED
invariant.no_silent_column_shrinkage,invariant,src/pig_behavior/classification_v2/spatial_sequence_export.py,_available_feature_names,2006-2020,,,missing_required_features,IMPLEMENTED_AND_TESTED
invariant.deterministic_social_tie_break,invariant,src/pig_behavior/classification_v2/features/social.py,build_static_social_context_features,79-349,,,tie_break_policy,IMPLEMENTED_AND_TESTED
invariant.row_order_invariance,invariant,src/pig_behavior/classification_v2/features/frame_local.py,build_frame_local_primitives,140-180,,,permutation_digest_match,IMPLEMENTED_AND_TESTED
invariant.row_order_invariance,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,permutation_digest_match,IMPLEMENTED_AND_TESTED
invariant.stable_partner_identity,invariant,src/pig_behavior/classification_v2/features/frame_local.py,build_frame_local_primitives,140-180,,,stable_partner_key_used,IMPLEMENTED_AND_TESTED
invariant.stable_partner_identity,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,stable_partner_key_used,IMPLEMENTED_AND_TESTED
invariant.roi_availability_denominator,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,build_enhanced_spatiotemporal_features,220-317,,,"target_roi_available_frame_count,target_roi_availability_ratio_unit",IMPLEMENTED_AND_TESTED
invariant.roi_availability_denominator,invariant,src/pig_behavior/classification_v2/features/native_evidence_contract.py,check_native_review_evidence,122-227,,,"target_roi_available_frame_count,target_roi_availability_ratio_unit",IMPLEMENTED_AND_TESTED
invariant.roi_availability_denominator,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,"target_roi_available_frame_count,target_roi_availability_ratio_unit",IMPLEMENTED_AND_TESTED
invariant.review_only_not_in_model_tensor,invariant,src/pig_behavior/classification_v2/train_ready_features.py,build_train_ready_window_tables,182-232,,,forbidden_selected,IMPLEMENTED_AND_TESTED
invariant.review_only_not_in_model_tensor,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,forbidden_selected,IMPLEMENTED_AND_TESTED
invariant.target_roi_leakage_guard,invariant,src/pig_behavior/classification_v2/train_ready_features.py,build_train_ready_window_tables,182-232,,,target_roi_model_feature_count,IMPLEMENTED_AND_TESTED
invariant.target_roi_leakage_guard,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,target_roi_model_feature_count,IMPLEMENTED_AND_TESTED
invariant.source_session_safe_split,invariant,src/pig_behavior/classification_v2/train_ready_features.py,build_train_ready_window_tables,182-232,,,split_group_overlap_count,IMPLEMENTED_AND_TESTED
invariant.source_session_safe_split,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,split_group_overlap_count,IMPLEMENTED_AND_TESTED
invariant.no_frame_level_random_split,invariant,src/pig_behavior/classification_v2/contracts/model_input_manifest.py,build_model_input_manifest,172-275,,,frame_random_split_detected,IMPLEMENTED_AND_TESTED
invariant.no_frame_level_random_split,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,frame_random_split_detected,IMPLEMENTED_AND_TESTED
invariant.population_preservation,invariant,src/pig_behavior/classification_v2/features/frame_local.py,build_frame_local_primitives,140-180,,,"input_rows,output_rows,identity_sha256",IMPLEMENTED_AND_TESTED
invariant.population_preservation,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,"input_rows,output_rows,identity_sha256",IMPLEMENTED_AND_TESTED
invariant.artifact_hashes_authority_recorded,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,validate_artifact_manifest,2183-2325,,,artifact_hash_errors,IMPLEMENTED_AND_TESTED
invariant.semantic_change_invalidates_downstream,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,compute_earliest_rebuild_stage,1838-1982,,,stale_downstream_artifact_count,IMPLEMENTED_AND_TESTED
invariant.stage_dependency_graph_complete,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,validate_stage_dependency_graph,699-755,,,dependency_graph_errors,IMPLEMENTED_AND_TESTED
invariant.stage_runtime_code_authority_complete,invariant,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,audit_all_stage_runtime_dependencies,454-485,,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
invariant.stage_runtime_code_authority_complete,invariant,scripts/classification_v2/scientific_contract/check_stage_runtime_dependencies.py,main,27-42,,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
invariant.human_decision_carry_forward_exact_authority,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,evaluate_decision_carry_forward,2738-2832,,,carry_forward_classification,IMPLEMENTED_AND_TESTED
invariant.release_authority_fail_closed,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,build_release_authority_preflight,2928-2972,,,release_authority_errors,IMPLEMENTED_AND_TESTED
invariant.transactional_artifact_promotion,invariant,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,promote_artifact_transactionally,2372-2446,,,transactional_promotion_errors,IMPLEMENTED_AND_TESTED
invariant.native_provenance_versions_complete,invariant,src/pig_behavior/classification_v2/features/native_evidence_contract.py,check_native_review_evidence,122-227,,,"feature_computation_grain,pair_scope_key,evidence_semantics_version,motion_schema_version",IMPLEMENTED_AND_TESTED
invariant.acceleration_semantics_distinct,invariant,src/pig_behavior/classification_v2/features/motion_schema.py,acceleration_compatibility_registry,71-85,,,acceleration_semantics_version,IMPLEMENTED_AND_TESTED
invariant.acceleration_semantics_distinct,invariant,src/pig_behavior/classification_v2/features/spatiotemporal.py,_add_temporal_deltas,989-1317,,,acceleration_semantics_version,IMPLEMENTED_AND_TESTED
invariant.acceleration_semantics_distinct,invariant,src/pig_behavior/classification_v2/contracts/model_io.py,forbidden_x_columns,57-72,,,acceleration_semantics_version,IMPLEMENTED_AND_TESTED
invariant.acceleration_semantics_distinct,invariant,src/pig_behavior/classification_v2/spatial_sequence_export.py,export_spatial_sequences,156-175,,,acceleration_semantics_version,IMPLEMENTED_AND_TESTED
invariant.distance_metric_version_binding,invariant,src/pig_behavior/classification_v2/features/frame_local.py,build_frame_local_primitives,140-180,,,"distance_metric_version,threshold_calibration_version",IMPLEMENTATION_DIFFERS_FROM_CONTRACT
invariant.distance_metric_version_binding,invariant,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,build_candidate_artifact_manifest,1768-2108,,,"distance_metric_version,threshold_calibration_version",IMPLEMENTATION_DIFFERS_FROM_CONTRACT
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/review/behavior_review_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_decision_apply,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/review/behavior_review_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_gui,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/review/behavior_evidence.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/review/behavior_review_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/review/behavior_review_selection.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/review/pig_strenet_review_evidence.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.behavior_review_unit_construction,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/candidate_manifest.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/identifiers.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/lineage_claims.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/model_io.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/runtime_dependencies.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/semantic_lineage.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/contracts/target_roi_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/context_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/geometry.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/motion_schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/native_evidence_contract.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/pen_context.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/review_policy.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/roi.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/social.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/spatial_semantics.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/temporal_evidence.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/features/temporal_harmonization.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/schema.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/sources/__init__.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/sources/cvat_tracking_xml.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
stage.frame_local_primitives,stage,src/pig_behavior/classification_v2/sources/legacy_recovered_csv.py,,,tests/test_classification_v2_phase4_runtime_dependencies.py,,phase4_runtime_dependency_completeness.json,IMPLEMENTED_AND_TESTED
