group_dimension,group_value,posture_label,machine_decision_value,support_count,usable_support_count,group_total
source_video,pigs041219/000273,unresolved,unresolved,0,0,1
source_video,pigs041219/000273,exclude,technical_exclude,0,0,1
source_video,pigs041219/000274,lying,lying,1,1,1
source_video,pigs041219/000274,sitting,sitting,0,0,1
source_video,pigs041219/000274,upright,upright,0,0,1
source_video,pigs041219/000274,unresolved,unresolved,0,0,1
source_video,pigs041219/000274,exclude,technical_exclude,0,0,1
source_video,pigs041219/000275,lying,lying,1,1,1
source_video,pigs041219/000275,sitting,sitting,0,0,1
source_video,pigs041219/000275,upright,upright,0,0,1
source_video,pigs041219/000275,unresolved,unresolved,0,0,1
source_video,pigs041219/000275,exclude,technical_exclude,0,0,1
source_video,pigs041219/000276,lying,lying,1,1,1
source_video,pigs041219/000276,sitting,sitting,0,0,1
source_video,pigs041219/000276,upright,upright,0,0,1
source_video,pigs041219/000276,unresolved,unresolved,0,0,1
source_video,pigs041219/000276,exclude,technical_exclude,0,0,1
source_video,pigs041219/000283,lying,lying,1,1,2
source_video,pigs041219/000283,sitting,sitting,1,1,2
source_video,pigs041219/000283,upright,upright,0,0,2
source_video,pigs041219/000283,unresolved,unresolved,0,0,2
source_video,pigs041219/000283,exclude,technical_exclude,0,0,2
source_video,pigs041219/000284,lying,lying,0,0,2
source_video,pigs041219/000284,sitting,sitting,1,1,2
source_video,pigs041219/000284,upright,upright,1,1,2
source_video,pigs041219/000284,unresolved,unresolved,0,0,2
source_video,pigs041219/000284,exclude,technical_exclude,0,0,2
source_video,pigs041219/000293,lying,lying,1,1,1
source_video,pigs041219/000293,sitting,sitting,0,0,1
source_video,pigs041219/000293,upright,upright,0,0,1
source_video,pigs041219/000293,unresolved,unresolved,0,0,1
source_video,pigs041219/000293,exclude,technical_exclude,0,0,1
source_video,pigs051219/000295,lying,lying,0,0,1
source_video,pigs051219/000295,sitting,sitting,1,1,1
source_video,pigs051219/000295,upright,upright,0,0,1
source_video,pigs051219/000295,unresolved,unresolved,0,0,1
source_video,pigs051219/000295,exclude,technical_exclude,0,0,1
source_video,pigs051219/000298,lying,lying,0,0,1
source_video,pigs051219/000298,sitting,sitting,1,1,1
source_video,pigs051219/000298,upright,upright,0,0,1
source_video,pigs051219/000298,unresolved,unresolved,0,0,1
source_video,pigs051219/000298,exclude,technical_exclude,0,0,1
source_video,pigs051219/000299,lying,lying,0,0,2
source_video,pigs051219/000299,sitting,sitting,0,0,2
source_video,pigs051219/000299,upright,upright,2,2,2
source_video,pigs051219/000299,unresolved,unresolved,0,0,2
source_video,pigs051219/000299,exclude,technical_exclude,0,0,2
source_video,pigs051219/000300,lying,lying,0,0,1
source_video,pigs051219/000300,sitting,sitting,0,0,1
source_video,pigs051219/000300,upright,upright,1,1,1
source_video,pigs051219/000300,unresolved,unresolved,0,0,1
source_video,pigs051219/000300,exclude,technical_exclude,0,0,1
source_video,pigs051219/000303,lying,lying,0,0,2
source_video,pigs051219/000303,sitting,sitting,0,0,2
source_video,pigs051219/000303,upright,upright,2,2,2
source_video,pigs051219/000303,unresolved,unresolved,0,0,2
source_video,pigs051219/000303,exclude,technical_exclude,0,0,2
source_video,pigs051219/000314,lying,lying,1,1,1
source_video,pigs051219/000314,sitting,sitting,0,0,1
source_video,pigs051219/000314,upright,upright,0,0,1
source_video,pigs051219/000314,unresolved,unresolved,0,0,1
source_video,pigs051219/000314,exclude,technical_exclude,0,0,1
source_video,pigs051219/000318,lying,lying,1,1,2
source_video,pigs051219/000318,sitting,sitting,0,0,2
source_video,pigs051219/000318,upright,upright,1,1,2
source_video,pigs051219/000318,unresolved,unresolved,0,0,2
source_video,pigs051219/000318,exclude,technical_exclude,0,0,2
source_video,pigs051219/000324,lying,lying,1,1,2
source_video,pigs051219/000324,sitting,sitting,1,1,2
source_video,pigs051219/000324,upright,upright,0,0,2
source_video,pigs051219/000324,unresolved,unresolved,0,0,2
source_video,pigs051219/000324,exclude,technical_exclude,0,0,2
source_video,pigs051219/000326,lying,lying,0,0,2
source_video,pigs051219/000326,sitting,sitting,1,1,2
source_video,pigs051219/000326,upright,upright,1,1,2
source_video,pigs051219/000326,unresolved,unresolved,0,0,2
source_video,pigs051219/000326,exclude,technical_exclude,0,0,2
source_video,pigs051219/000330,lying,lying,0,0,1
source_video,pigs051219/000330,sitting,sitting,0,0,1
source_video,pigs051219/000330,upright,upright,1,1,1
source_video,pigs051219/000330,unresolved,unresolved,0,0,1
source_video,pigs051219/000330,exclude,technical_exclude,0,0,1
source_video,pigs051219/000332,lying,lying,1,1,1
source_video,pigs051219/000332,sitting,sitting,0,0,1
source_video,pigs051219/000332,upright,upright,0,0,1
source_video,pigs051219/000332,unresolved,unresolved,0,0,1
source_video,pigs051219/000332,exclude,technical_exclude,0,0,1
source_video,pigs051219/000336,lying,lying,0,0,1
source_video,pigs051219/000336,sitting,sitting,1,1,1
source_video,pigs051219/000336,upright,upright,0,0,1
source_video,pigs051219/000336,unresolved,unresolved,0,0,1
source_video,pigs051219/000336,exclude,technical_exclude,0,0,1
source_video,pigs051219/000337,lying,lying,0,0,1
source_video,pigs051219/000337,sitting,sitting,0,0,1
source_video,pigs051219/000337,upright,upright,1,1,1
source_video,pigs051219/000337,unresolved,unresolved,0,0,1
source_video,pigs051219/000337,exclude,technical_exclude,0,0,1
source_video,pigs081119/000298,lying,lying,0,0,1
source_video,pigs081119/000298,sitting,sitting,1,1,1
source_video,pigs081119/000298,upright,upright,0,0,1
source_video,pigs081119/000298,unresolved,unresolved,0,0,1
source_video,pigs081119/000298,exclude,technical_exclude,0,0,1
source_video,pigs081119/000301,lying,lying,0,0,1
source_video,pigs081119/000301,sitting,sitting,0,0,1
source_video,pigs081119/000301,upright,upright,1,1,1
source_video,pigs081119/000301,unresolved,unresolved,0,0,1
source_video,pigs081119/000301,exclude,technical_exclude,0,0,1
source_video,pigs081119/000302,lying,lying,0,0,2
source_video,pigs081119/000302,sitting,sitting,2,2,2
source_video,pigs081119/000302,upright,upright,0,0,2
source_video,pigs081119/000302,unresolved,unresolved,0,0,2
source_video,pigs081119/000302,exclude,technical_exclude,0,0,2
source_video,pigs081119/000303,lying,lying,0,0,1
source_video,pigs081119/000303,sitting,sitting,0,0,1
source_video,pigs081119/000303,upright,upright,1,1,1
source_video,pigs081119/000303,unresolved,unresolved,0,0,1
source_video,pigs081119/000303,exclude,technical_exclude,0,0,1
source_video,pigs081119/000305,lying,lying,0,0,1
source_video,pigs081119/000305,sitting,sitting,0,0,1
source_video,pigs081119/000305,upright,upright,1,1,1
source_video,pigs081119/000305,unresolved,unresolved,0,0,1
source_video,pigs081119/000305,exclude,technical_exclude,0,0,1
source_video,pigs081119/000306,lying,lying,0,0,1
source_video,pigs081119/000306,sitting,sitting,0,0,1
source_video,pigs081119/000306,upright,upright,1,1,1
source_video,pigs081119/000306,unresolved,unresolved,0,0,1
source_video,pigs081119/000306,exclude,technical_exclude,0,0,1
source_video,pigs081119/000308,lying,lying,0,0,1
source_video,pigs081119/000308,sitting,sitting,0,0,1
source_video,pigs081119/000308,upright,upright,1,1,1
source_video,pigs081119/000308,unresolved,unresolved,0,0,1
source_video,pigs081119/000308,exclude,technical_exclude,0,0,1
source_video,pigs081119/000309,lying,lying,0,0,1
source_video,pigs081119/000309,sitting,sitting,0,0,1
source_video,pigs081119/000309,upright,upright,1,1,1
source_video,pigs081119/000309,unresolved,unresolved,0,0,1
source_video,pigs081119/000309,exclude,technical_exclude,0,0,1
source_video,pigs081119/000312,lying,lying,0,0,1
source_video,pigs081119/000312,sitting,sitting,0,0,1
source_video,pigs081119/000312,upright,upright,1,1,1
source_video,pigs081119/000312,unresolved,unresolved,0,0,1
source_video,pigs081119/000312,exclude,technical_exclude,0,0,1
source_video,pigs081119/000314,lying,lying,1,1,1
source_video,pigs081119/000314,sitting,sitting,0,0,1
source_video,pigs081119/000314,upright,upright,0,0,1
source_video,pigs081119/000314,unresolved,unresolved,0,0,1
source_video,pigs081119/000314,exclude,technical_exclude,0,0,1
source_video,pigs081119/000322,lying,lying,1,1,1
source_video,pigs081119/000322,sitting,sitting,0,0,1
source_video,pigs081119/000322,upright,upright,0,0,1
source_video,pigs081119/000322,unresolved,unresolved,0,0,1
source_video,pigs081119/000322,exclude,technical_exclude,0,0,1
source_video,pigs081119/000326,lying,lying,0,0,1
source_video,pigs081119/000326,sitting,sitting,0,0,1
source_video,pigs081119/000326,upright,upright,1,1,1
source_video,pigs081119/000326,unresolved,unresolved,0,0,1
source_video,pigs081119/000326,exclude,technical_exclude,0,0,1
source_video,pigs081119/000331,lying,lying,0,0,1
source_video,pigs081119/000331,sitting,sitting,0,0,1
source_video,pigs081119/000331,upright,upright,1,1,1
source_video,pigs081119/000331,unresolved,unresolved,0,0,1
source_video,pigs081119/000331,exclude,technical_exclude,0,0,1
source_video,pigs081119/000332,lying,lying,1,1,1
source_video,pigs081119/000332,sitting,sitting,0,0,1
source_video,pigs081119/000332,upright,upright,0,0,1
source_video,pigs081119/000332,unresolved,unresolved,0,0,1
source_video,pigs081119/000332,exclude,technical_exclude,0,0,1
source_video,pigs081119/000333,lying,lying,0,0,1
source_video,pigs081119/000333,sitting,sitting,0,0,1
source_video,pigs081119/000333,upright,upright,1,1,1
source_video,pigs081119/000333,unresolved,unresolved,0,0,1
source_video,pigs081119/000333,exclude,technical_exclude,0,0,1
source_video,pigs081119/000335,lying,lying,0,0,1
source_video,pigs081119/000335,sitting,sitting,0,0,1
source_video,pigs081119/000335,upright,upright,1,1,1
source_video,pigs081119/000335,unresolved,unresolved,0,0,1
source_video,pigs081119/000335,exclude,technical_exclude,0,0,1
source_video,pigs081119/000337,lying,lying,0,0,1
source_video,pigs081119/000337,sitting,sitting,1,1,1
source_video,pigs081119/000337,upright,upright,0,0,1
source_video,pigs081119/000337,unresolved,unresolved,0,0,1
source_video,pigs081119/000337,exclude,technical_exclude,0,0,1
source_video,pigs081119/000340,lying,lying,0,0,1
source_video,pigs081119/000340,sitting,sitting,1,1,1
source_video,pigs081119/000340,upright,upright,0,0,1
source_video,pigs081119/000340,unresolved,unresolved,0,0,1
source_video,pigs081119/000340,exclude,technical_exclude,0,0,1
source_video,pigs081119/000341,lying,lying,0,0,1
source_video,pigs081119/000341,sitting,sitting,1,1,1
source_video,pigs081119/000341,upright,upright,0,0,1
source_video,pigs081119/000341,unresolved,unresolved,0,0,1
source_video,pigs081119/000341,exclude,technical_exclude,0,0,1
source_video,pigs081119/000343,lying,lying,0,0,1
source_video,pigs081119/000343,sitting,sitting,0,0,1
source_video,pigs081119/000343,upright,upright,1,1,1
source_video,pigs081119/000343,unresolved,unresolved,0,0,1
source_video,pigs081119/000343,exclude,technical_exclude,0,0,1
source_video,pigs081119/000352,lying,lying,0,0,2
source_video,pigs081119/000352,sitting,sitting,0,0,2
source_video,pigs081119/000352,upright,upright,2,2,2
source_video,pigs081119/000352,unresolved,unresolved,0,0,2
source_video,pigs081119/000352,exclude,technical_exclude,0,0,2
source_video,pigs081119/000353,lying,lying,1,1,3
source_video,pigs081119/000353,sitting,sitting,1,1,3
source_video,pigs081119/000353,upright,upright,1,1,3
source_video,pigs081119/000353,unresolved,unresolved,0,0,3
source_video,pigs081119/000353,exclude,technical_exclude,0,0,3
source_video,pigs081119/000357,lying,lying,0,0,1
source_video,pigs081119/000357,sitting,sitting,0,0,1
source_video,pigs081119/000357,upright,upright,1,1,1
source_video,pigs081119/000357,unresolved,unresolved,0,0,1
source_video,pigs081119/000357,exclude,technical_exclude,0,0,1
source_video,pigs081119/000359,lying,lying,0,0,1
source_video,pigs081119/000359,sitting,sitting,1,1,1
source_video,pigs081119/000359,upright,upright,0,0,1
source_video,pigs081119/000359,unresolved,unresolved,0,0,1
source_video,pigs081119/000359,exclude,technical_exclude,0,0,1
source_video,pigs081119/000360,lying,lying,0,0,1
source_video,pigs081119/000360,sitting,sitting,0,0,1
source_video,pigs081119/000360,upright,upright,1,1,1
source_video,pigs081119/000360,unresolved,unresolved,0,0,1
source_video,pigs081119/000360,exclude,technical_exclude,0,0,1
source_video,pigs081119/000363,lying,lying,0,0,1
source_video,pigs081119/000363,sitting,sitting,0,0,1
source_video,pigs081119/000363,upright,upright,1,1,1
source_video,pigs081119/000363,unresolved,unresolved,0,0,1
source_video,pigs081119/000363,exclude,technical_exclude,0,0,1
source_video,pigs081119/000365,lying,lying,0,0,1
source_video,pigs081119/000365,sitting,sitting,0,0,1
source_video,pigs081119/000365,upright,upright,1,1,1
source_video,pigs081119/000365,unresolved,unresolved,0,0,1
source_video,pigs081119/000365,exclude,technical_exclude,0,0,1
source_video,pigs081119/000367,lying,lying,0,0,1
source_video,pigs081119/000367,sitting,sitting,1,1,1
source_video,pigs081119/000367,upright,upright,0,0,1
source_video,pigs081119/000367,unresolved,unresolved,0,0,1
source_video,pigs081119/000367,exclude,technical_exclude,0,0,1
source_video,pigs081119/000371,lying,lying,0,0,1
source_video,pigs081119/000371,sitting,sitting,1,1,1
source_video,pigs081119/000371,upright,upright,0,0,1
source_video,pigs081119/000371,unresolved,unresolved,0,0,1
source_video,pigs081119/000371,exclude,technical_exclude,0,0,1
source_video,pigs081119/000372,lying,lying,0,0,1
source_video,pigs081119/000372,sitting,sitting,0,0,1
source_video,pigs081119/000372,upright,upright,1,1,1
source_video,pigs081119/000372,unresolved,unresolved,0,0,1
source_video,pigs081119/000372,exclude,technical_exclude,0,0,1
source_video,pigs081119/000377,lying,lying,0,0,1
source_video,pigs081119/000377,sitting,sitting,1,1,1
source_video,pigs081119/000377,upright,upright,0,0,1
source_video,pigs081119/000377,unresolved,unresolved,0,0,1
source_video,pigs081119/000377,exclude,technical_exclude,0,0,1
source_video,pigs081119/000378,lying,lying,0,0,1
source_video,pigs081119/000378,sitting,sitting,0,0,1
source_video,pigs081119/000378,upright,upright,1,1,1
source_video,pigs081119/000378,unresolved,unresolved,0,0,1
source_video,pigs081119/000378,exclude,technical_exclude,0,0,1
source_video,pigs081119/000380,lying,lying,0,0,1
source_video,pigs081119/000380,sitting,sitting,1,1,1
source_video,pigs081119/000380,upright,upright,0,0,1
source_video,pigs081119/000380,unresolved,unresolved,0,0,1
source_video,pigs081119/000380,exclude,technical_exclude,0,0,1
source_video,pigs081119/000381,lying,lying,0,0,2
source_video,pigs081119/000381,sitting,sitting,2,2,2
source_video,pigs081119/000381,upright,upright,0,0,2
source_video,pigs081119/000381,unresolved,unresolved,0,0,2
source_video,pigs081119/000381,exclude,technical_exclude,0,0,2
source_video,pigs081119/000402,lying,lying,0,0,1
source_video,pigs081119/000402,sitting,sitting,0,0,1
source_video,pigs081119/000402,upright,upright,1,1,1
source_video,pigs081119/000402,unresolved,unresolved,0,0,1
source_video,pigs081119/000402,exclude,technical_exclude,0,0,1
source_video,pigs081119/000403,lying,lying,0,0,1
source_video,pigs081119/000403,sitting,sitting,1,1,1
source_video,pigs081119/000403,upright,upright,0,0,1
source_video,pigs081119/000403,unresolved,unresolved,0,0,1
source_video,pigs081119/000403,exclude,technical_exclude,0,0,1
source_video,pigs091119/000420,lying,lying,0,0,1
source_video,pigs091119/000420,sitting,sitting,1,1,1
source_video,pigs091119/000420,upright,upright,0,0,1
source_video,pigs091119/000420,unresolved,unresolved,0,0,1
source_video,pigs091119/000420,exclude,technical_exclude,0,0,1
source_video,pigs091119/000423,lying,lying,0,0,1
source_video,pigs091119/000423,sitting,sitting,0,0,1
source_video,pigs091119/000423,upright,upright,1,1,1
source_video,pigs091119/000423,unresolved,unresolved,0,0,1
source_video,pigs091119/000423,exclude,technical_exclude,0,0,1
source_video,pigs091119/000424,lying,lying,0,0,2
source_video,pigs091119/000424,sitting,sitting,1,1,2
source_video,pigs091119/000424,upright,upright,1,1,2
source_video,pigs091119/000424,unresolved,unresolved,0,0,2
source_video,pigs091119/000424,exclude,technical_exclude,0,0,2
source_video,pigs091119/000425,lying,lying,0,0,1
source_video,pigs091119/000425,sitting,sitting,0,0,1
source_video,pigs091119/000425,upright,upright,1,1,1
source_video,pigs091119/000425,unresolved,unresolved,0,0,1
source_video,pigs091119/000425,exclude,technical_exclude,0,0,1
source_video,pigs091119/000428,lying,lying,0,0,2
source_video,pigs091119/000428,sitting,sitting,1,1,2
source_video,pigs091119/000428,upright,upright,1,1,2
source_video,pigs091119/000428,unresolved,unresolved,0,0,2
source_video,pigs091119/000428,exclude,technical_exclude,0,0,2
source_video,pigs091119/000429,lying,lying,0,0,2
source_video,pigs091119/000429,sitting,sitting,0,0,2
source_video,pigs091119/000429,upright,upright,2,2,2
source_video,pigs091119/000429,unresolved,unresolved,0,0,2
source_video,pigs091119/000429,exclude,technical_exclude,0,0,2
source_video,pigs091119/000435,lying,lying,0,0,1
source_video,pigs091119/000435,sitting,sitting,0,0,1
source_video,pigs091119/000435,upright,upright,1,1,1
source_video,pigs091119/000435,unresolved,unresolved,0,0,1
source_video,pigs091119/000435,exclude,technical_exclude,0,0,1
source_video,pigs091119/000436,lying,lying,0,0,1
source_video,pigs091119/000436,sitting,sitting,1,1,1
source_video,pigs091119/000436,upright,upright,0,0,1
source_video,pigs091119/000436,unresolved,unresolved,0,0,1
source_video,pigs091119/000436,exclude,technical_exclude,0,0,1
source_video,pigs091119/000440,lying,lying,0,0,2
source_video,pigs091119/000440,sitting,sitting,2,2,2
source_video,pigs091119/000440,upright,upright,0,0,2
source_video,pigs091119/000440,unresolved,unresolved,0,0,2
source_video,pigs091119/000440,exclude,technical_exclude,0,0,2
source_video,pigs091119/000442,lying,lying,1,1,2
source_video,pigs091119/000442,sitting,sitting,0,0,2
source_video,pigs091119/000442,upright,upright,1,1,2
source_video,pigs091119/000442,unresolved,unresolved,0,0,2
source_video,pigs091119/000442,exclude,technical_exclude,0,0,2
source_video,pigs091119/000444,lying,lying,0,0,1
source_video,pigs091119/000444,sitting,sitting,1,1,1
source_video,pigs091119/000444,upright,upright,0,0,1
source_video,pigs091119/000444,unresolved,unresolved,0,0,1
source_video,pigs091119/000444,exclude,technical_exclude,0,0,1
source_video,pigs091119/000446,lying,lying,0,0,1
source_video,pigs091119/000446,sitting,sitting,1,1,1
source_video,pigs091119/000446,upright,upright,0,0,1
source_video,pigs091119/000446,unresolved,unresolved,0,0,1
source_video,pigs091119/000446,exclude,technical_exclude,0,0,1
source_video,pigs091119/000449,lying,lying,0,0,1
source_video,pigs091119/000449,sitting,sitting,1,1,1
source_video,pigs091119/000449,upright,upright,0,0,1
source_video,pigs091119/000449,unresolved,unresolved,0,0,1
source_video,pigs091119/000449,exclude,technical_exclude,0,0,1
source_video,pigs091119/000450,lying,lying,1,1,1
source_video,pigs091119/000450,sitting,sitting,0,0,1
source_video,pigs091119/000450,upright,upright,0,0,1
source_video,pigs091119/000450,unresolved,unresolved,0,0,1
source_video,pigs091119/000450,exclude,technical_exclude,0,0,1
source_video,pigs091119/000454,lying,lying,1,1,1
source_video,pigs091119/000454,sitting,sitting,0,0,1
source_video,pigs091119/000454,upright,upright,0,0,1
source_video,pigs091119/000454,unresolved,unresolved,0,0,1
source_video,pigs091119/000454,exclude,technical_exclude,0,0,1
source_video,pigs091119/000455,lying,lying,0,0,1
source_video,pigs091119/000455,sitting,sitting,1,1,1
source_video,pigs091119/000455,upright,upright,0,0,1
source_video,pigs091119/000455,unresolved,unresolved,0,0,1
source_video,pigs091119/000455,exclude,technical_exclude,0,0,1
source_video,pigs091119/000457,lying,lying,0,0,1
source_video,pigs091119/000457,sitting,sitting,0,0,1
source_video,pigs091119/000457,upright,upright,1,1,1
source_video,pigs091119/000457,unresolved,unresolved,0,0,1
source_video,pigs091119/000457,exclude,technical_exclude,0,0,1
source_video,pigs101219a/000264,lying,lying,0,0,1
source_video,pigs101219a/000264,sitting,sitting,0,0,1
source_video,pigs101219a/000264,upright,upright,1,1,1
source_video,pigs101219a/000264,unresolved,unresolved,0,0,1
source_video,pigs101219a/000264,exclude,technical_exclude,0,0,1
source_video,pigs101219a/000272,lying,lying,0,0,1
source_video,pigs101219a/000272,sitting,sitting,0,0,1
source_video,pigs101219a/000272,upright,upright,1,1,1
source_video,pigs101219a/000272,unresolved,unresolved,0,0,1
source_video,pigs101219a/000272,exclude,technical_exclude,0,0,1
source_video,pigs101219a/000293,lying,lying,0,0,2
source_video,pigs101219a/000293,sitting,sitting,0,0,2
source_video,pigs101219a/000293,upright,upright,2,2,2
source_video,pigs101219a/000293,unresolved,unresolved,0,0,2
source_video,pigs101219a/000293,exclude,technical_exclude,0,0,2
source_video,pigs101219a/000295,lying,lying,0,0,1
source_video,pigs101219a/000295,sitting,sitting,0,0,1
source_video,pigs101219a/000295,upright,upright,1,1,1
source_video,pigs101219a/000295,unresolved,unresolved,0,0,1
source_video,pigs101219a/000295,exclude,technical_exclude,0,0,1
source_video,pigs101219a/000296,lying,lying,0,0,1
source_video,pigs101219a/000296,sitting,sitting,0,0,1
source_video,pigs101219a/000296,upright,upright,1,1,1
source_video,pigs101219a/000296,unresolved,unresolved,0,0,1
source_video,pigs101219a/000296,exclude,technical_exclude,0,0,1
source_video,pigs101219b/000008,lying,lying,0,0,2
source_video,pigs101219b/000008,sitting,sitting,0,0,2
source_video,pigs101219b/000008,upright,upright,2,2,2
source_video,pigs101219b/000008,unresolved,unresolved,0,0,2
source_video,pigs101219b/000008,exclude,technical_exclude,0,0,2
source_video,pigs101219b/000028,lying,lying,0,0,1
source_video,pigs101219b/000028,sitting,sitting,0,0,1
source_video,pigs101219b/000028,upright,upright,1,1,1
source_video,pigs101219b/000028,unresolved,unresolved,0,0,1
source_video,pigs101219b/000028,exclude,technical_exclude,0,0,1
source_video,pigs101219b/000031,lying,lying,0,0,1
source_video,pigs101219b/000031,sitting,sitting,0,0,1
source_video,pigs101219b/000031,upright,upright,1,1,1
source_video,pigs101219b/000031,unresolved,unresolved,0,0,1
source_video,pigs101219b/000031,exclude,technical_exclude,0,0,1
source_video,pigs101219b/000034,lying,lying,0,0,1
source_video,pigs101219b/000034,sitting,sitting,0,0,1
source_video,pigs101219b/000034,upright,upright,1,1,1
source_video,pigs101219b/000034,unresolved,unresolved,0,0,1
source_video,pigs101219b/000034,exclude,technical_exclude,0,0,1
source_video,pigs111219/000076,lying,lying,0,0,1
source_video,pigs111219/000076,sitting,sitting,0,0,1
source_video,pigs111219/000076,upright,upright,1,1,1
source_video,pigs111219/000076,unresolved,unresolved,0,0,1
source_video,pigs111219/000076,exclude,technical_exclude,0,0,1
source_video,pigs111219/000084,lying,lying,0,0,1
source_video,pigs111219/000084,sitting,sitting,0,0,1
source_video,pigs111219/000084,upright,upright,1,1,1
source_video,pigs111219/000084,unresolved,unresolved,0,0,1
source_video,pigs111219/000084,exclude,technical_exclude,0,0,1
source_video,pigs111219/000085,lying,lying,0,0,1
source_video,pigs111219/000085,sitting,sitting,0,0,1
source_video,pigs111219/000085,upright,upright,1,1,1
source_video,pigs111219/000085,unresolved,unresolved,0,0,1
source_video,pigs111219/000085,exclude,technical_exclude,0,0,1
source_video,pigs111219/000088,lying,lying,0,0,1
source_video,pigs111219/000088,sitting,sitting,0,0,1
source_video,pigs111219/000088,upright,upright,1,1,1
source_video,pigs111219/000088,unresolved,unresolved,0,0,1
source_video,pigs111219/000088,exclude,technical_exclude,0,0,1
source_video,pigs111219/000092,lying,lying,0,0,1
source_video,pigs111219/000092,sitting,sitting,0,0,1
source_video,pigs111219/000092,upright,upright,1,1,1
source_video,pigs111219/000092,unresolved,unresolved,0,0,1
source_video,pigs111219/000092,exclude,technical_exclude,0,0,1
source_video,pigs111219/000094,lying,lying,0,0,1
source_video,pigs111219/000094,sitting,sitting,0,0,1
source_video,pigs111219/000094,upright,upright,1,1,1
source_video,pigs111219/000094,unresolved,unresolved,0,0,1
source_video,pigs111219/000094,exclude,technical_exclude,0,0,1
source_video,pigs111219/000101,lying,lying,0,0,1
source_video,pigs111219/000101,sitting,sitting,0,0,1
source_video,pigs111219/000101,upright,upright,1,1,1
source_video,pigs111219/000101,unresolved,unresolved,0,0,1
source_video,pigs111219/000101,exclude,technical_exclude,0,0,1
source_video,pigs111219/000109,lying,lying,0,0,1
source_video,pigs111219/000109,sitting,sitting,0,0,1
source_video,pigs111219/000109,upright,upright,1,1,1
source_video,pigs111219/000109,unresolved,unresolved,0,0,1
source_video,pigs111219/000109,exclude,technical_exclude,0,0,1
source_video,pigs151119/000000,lying,lying,0,0,1
source_video,pigs151119/000000,sitting,sitting,1,1,1
source_video,pigs151119/000000,upright,upright,0,0,1
source_video,pigs151119/000000,unresolved,unresolved,0,0,1
source_video,pigs151119/000000,exclude,technical_exclude,0,0,1
source_video,pigs151119/000007,lying,lying,0,0,1
source_video,pigs151119/000007,sitting,sitting,1,1,1
source_video,pigs151119/000007,upright,upright,0,0,1
source_video,pigs151119/000007,unresolved,unresolved,0,0,1
source_video,pigs151119/000007,exclude,technical_exclude,0,0,1
source_video,pigs151119/000008,lying,lying,0,0,1
source_video,pigs151119/000008,sitting,sitting,1,1,1
source_video,pigs151119/000008,upright,upright,0,0,1
source_video,pigs151119/000008,unresolved,unresolved,0,0,1
source_video,pigs151119/000008,exclude,technical_exclude,0,0,1
source_video,pigs151119/000013,lying,lying,0,0,1
source_video,pigs151119/000013,sitting,sitting,0,0,1
source_video,pigs151119/000013,upright,upright,1,1,1
source_video,pigs151119/000013,unresolved,unresolved,0,0,1
source_video,pigs151119/000013,exclude,technical_exclude,0,0,1
source_video,pigs151119/000016,lying,lying,1,1,1
source_video,pigs151119/000016,sitting,sitting,0,0,1
source_video,pigs151119/000016,upright,upright,0,0,1
source_video,pigs151119/000016,unresolved,unresolved,0,0,1
source_video,pigs151119/000016,exclude,technical_exclude,0,0,1
source_video,pigs151119/000025,lying,lying,0,0,3
source_video,pigs151119/000025,sitting,sitting,3,3,3
source_video,pigs151119/000025,upright,upright,0,0,3
source_video,pigs151119/000025,unresolved,unresolved,0,0,3
source_video,pigs151119/000025,exclude,technical_exclude,0,0,3
source_video,pigs151119/000026,lying,lying,0,0,1
source_video,pigs151119/000026,sitting,sitting,1,1,1
source_video,pigs151119/000026,upright,upright,0,0,1
source_video,pigs151119/000026,unresolved,unresolved,0,0,1
source_video,pigs151119/000026,exclude,technical_exclude,0,0,1
source_video,pigs151119/000027,lying,lying,1,1,2
source_video,pigs151119/000027,sitting,sitting,1,1,2
source_video,pigs151119/000027,upright,upright,0,0,2
source_video,pigs151119/000027,unresolved,unresolved,0,0,2
source_video,pigs151119/000027,exclude,technical_exclude,0,0,2
source_video,pigs151119/000031,lying,lying,0,0,1
source_video,pigs151119/000031,sitting,sitting,0,0,1
source_video,pigs151119/000031,upright,upright,1,1,1
source_video,pigs151119/000031,unresolved,unresolved,0,0,1
source_video,pigs151119/000031,exclude,technical_exclude,0,0,1
source_video,pigs151119/000034,lying,lying,0,0,1
source_video,pigs151119/000034,sitting,sitting,0,0,1
source_video,pigs151119/000034,upright,upright,1,1,1
source_video,pigs151119/000034,unresolved,unresolved,0,0,1
source_video,pigs151119/000034,exclude,technical_exclude,0,0,1
source_video,pigs151119/000035,lying,lying,0,0,2
source_video,pigs151119/000035,sitting,sitting,1,1,2
source_video,pigs151119/000035,upright,upright,1,1,2
source_video,pigs151119/000035,unresolved,unresolved,0,0,2
source_video,pigs151119/000035,exclude,technical_exclude,0,0,2
source_video,pigs151119/000037,lying,lying,0,0,3
source_video,pigs151119/000037,sitting,sitting,2,2,3
source_video,pigs151119/000037,upright,upright,1,1,3
source_video,pigs151119/000037,unresolved,unresolved,0,0,3
source_video,pigs151119/000037,exclude,technical_exclude,0,0,3
source_video,pigs151119/000039,lying,lying,1,1,2
source_video,pigs151119/000039,sitting,sitting,0,0,2
source_video,pigs151119/000039,upright,upright,1,1,2
source_video,pigs151119/000039,unresolved,unresolved,0,0,2
