stable_native_unit_key,actor_key,posture_label,posture_decision,posture_label_display,posture_label_source,source_type,source_video_key,video_key,recording_date,native_start_frame,native_end_frame,split_role,outer_fold_id,model_split_role,split_eligibility_status_tokens,behavior_label,sampling_stratum,reviewed_snapshot,reviewed_snapshot_sha,split_hash,review_session,review_status,reviewer,decision_timestamp,technical_exclusion_reason,media_binding_status,media_binding_path,snapshot_binding_status,split_binding_status,usable_for_posture_supervision,posture_valid_mask,behavior_model_eligible_for_matched_ablation
source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7|anchor=264,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=7,lying,lying,lying,human_review,cvat_tracking_xml,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,291119,264,269,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:02:54+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000302_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0|anchor=1128,source=cvat_tracking_xml|dataset=cvat_tracking_test%20video%20Pigs291119_000302_30fps|video=test%20video%20Pigs291119_000302_30fps|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,test video Pigs291119_000302_30fps,test video Pigs291119_000302_30fps,291119,1128,1133,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:02:59+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000302_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000450|track_id=tracklet_00000800|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000450|track_id=tracklet_00000800,lying,lying,lying,human_review,legacy_recovered,pigs091119/000450,pigs091119/000450,091119,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:06+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs091119\000450\burst_color_2c0f8dc2_100\ID_1\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000022|track_id=tracklet_00000817|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000022|track_id=tracklet_00000817,sitting,sitting,sitting,human_review,legacy_recovered,pigs271119/000022,pigs271119/000022,271119,601,616,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:07+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs271119\000022\burst_color_2c6fe449_20333\ID_2\f000601.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000353|track_id=tracklet_00000389|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000353|track_id=tracklet_00000389,lying,lying,lying,human_review,legacy_recovered,pigs081119/000353,pigs081119/000353,081119,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:08+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs081119\000353\burst_color_178a92df_233\ID_7\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000234|track_id=tracklet_00003785|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000234|track_id=tracklet_00003785,lying,lying,lying,human_review,legacy_recovered,pigs291119/000234,pigs291119/000234,291119,0,15,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:11+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs291119\000234\burst_color_c8a9716f_33\ID_6\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0|anchor=1536,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs301119_000330,Pigs301119_000330,301119,1536,1541,train,FOLD_2,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:12+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs301119_000330_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000442|track_id=tracklet_00000196|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000442|track_id=tracklet_00000196,lying,lying,lying,human_review,legacy_recovered,pigs091119/000442,pigs091119/000442,091119,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:13+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs091119\000442\burst_color_0dc313ac_167\ID_4\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000283|track_id=tracklet_00000396|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000283|track_id=tracklet_00000396,lying,lying,lying,human_review,legacy_recovered,pigs041219/000283,pigs041219/000283,041219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:15+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs041219\000283\burst_color_17e5910c_167\ID_6\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=294,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,sitting,sitting,sitting,human_review,cvat_tracking_xml,Pigs291119_000231,Pigs291119_000231,291119,294,299,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:16+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000231_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000194|track_id=tracklet_00001953|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000194|track_id=tracklet_00001953,lying,lying,lying,human_review,legacy_recovered,pigs041219/000194,pigs041219/000194,041219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:17+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs041219\000194\burst_color_60cc2da1_300\ID_4\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3|anchor=558,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000226_30fps,Pigs291119_000226_30fps,291119,558,563,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:18+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000226_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3|anchor=1530,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000233,Pigs291119_000233,291119,1530,1535,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:23+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000233_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000228|track_id=tracklet_00003329|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000228|track_id=tracklet_00003329,lying,lying,lying,human_review,legacy_recovered,pigs041219/000228,pigs041219/000228,041219,0,15,exclude|train,FOLD_4,train,exclude,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:27+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs041219\000228\burst_color_aa79af80_133\ID_8\f000000.jpg,PASS,PASS,True,True,False
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000149|track_id=tracklet_00001880|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000149|track_id=tracklet_00001880,lying,lying,lying,human_review,legacy_recovered,pigs031219/000149,pigs031219/000149,031219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:28+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs031219\000149\burst_color_5e39e2c4_300\ID_2\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000043|track_id=tracklet_00003504|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000043|track_id=tracklet_00003504,lying,lying,lying,human_review,legacy_recovered,pigs271119/000043,pigs271119/000043,271119,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:29+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs271119\000043\burst_color_b598ac56_67\ID_7\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1|anchor=120,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1,lying,lying,lying,human_review,cvat_tracking_xml,pigs301119_000328,pigs301119_000328,301119,120,125,train,FOLD_2,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:30+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs301119_000328_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1314,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000231,Pigs291119_000231,291119,1314,1319,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:39+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000231_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=114,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000233,Pigs291119_000233,291119,114,119,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:40+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000233_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000051|track_id=tracklet_00003487|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000051|track_id=tracklet_00003487,lying,lying,lying,human_review,legacy_recovered,pigs271119/000051,pigs271119/000051,271119,606,621,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:41+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs271119\000051\burst_color_b51cba34_20500\ID_6\f000606.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000177|track_id=tracklet_00004420|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000177|track_id=tracklet_00004420,lying,lying,lying,human_review,legacy_recovered,pigs281119/000177,pigs281119/000177,281119,0,15,validation,FOLD_3,validation,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:41+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs281119\000177\burst_color_f6f024d1_200\ID_8\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000161|track_id=tracklet_00001031|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000161|track_id=tracklet_00001031,lying,lying,lying,human_review,legacy_recovered,pigs031219/000161,pigs031219/000161,031219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:42+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs031219\000161\burst_color_35958bc3_33\ID_8\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003433|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003433,lying,lying,lying,human_review,legacy_recovered,pigs041219/000262,pigs041219/000262,041219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:43+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs041219\000262\burst_color_b01942d2_300\ID_1\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0|anchor=1560,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs301119_000330,Pigs301119_000330,301119,1560,1565,train,FOLD_2,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:44+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs301119_000330_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=216,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000233,Pigs291119_000233,291119,216,221,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:46+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000233_30fps.mp4,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5|anchor=168,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5,lying,lying,lying,human_review,cvat_tracking_xml,Pigs281119_000085_30fps,Pigs281119_000085_30fps,281119,168,173,validation,FOLD_3,validation,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:47+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs281119_000085_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001054|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001054,lying,lying,lying,human_review,legacy_recovered,pigs271119/000066,pigs271119/000066,271119,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:48+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs271119\000066\burst_color_35f9a6b0_167\ID_7\f000000.jpg,PASS,PASS,True,True,True
source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1110,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,lying,lying,lying,human_review,cvat_tracking_xml,Pigs291119_000231,Pigs291119_000231,291119,1110,1115,train,FOLD_1,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:49+07:00,,PASS,C:\Users\ironh\Downloads\PIG_Behavior_Project\data\videos\Pigs291119_000231_30fps.mp4,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000260|track_id=tracklet_00001829|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000260|track_id=tracklet_00001829,lying,lying,lying,human_review,legacy_recovered,pigs041219/000260,pigs041219/000260,041219,0,15,train,FOLD_4,train,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:50+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs041219\000260\burst_color_58edfd81_233\ID_7\f000000.jpg,PASS,PASS,True,True,True
source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004131|legacy_sequence,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004131,lying,lying,lying,human_review,legacy_recovered,pigs281119/000181,pigs281119/000181,281119,0,15,validation,FOLD_3,validation,,lying,lying_enriched,reviewed_engineering_amendment_992f34c0204a85a1,ab86e2e04267cfdc8248f9bdb8774615479d67a3589f7a25844bb1a4c93a639e,557156a7eb6cceeb6a91f667f7c51dcb286e3111f35f414970fa7431acc7e63b,posture_500_a566c58d252c1642,human_review_completed,TuanHM,2026-08-07T08:03:51+07:00,,PASS,E:\PigProjectStorage\PIG_Behavior_Project\outputs\legacy_16f_rebuild\legacy_16f_rebuild_20260718_v2\06_full_recovery\crops\dense_tracklet_0_to_12\pigs281119\000181\burst_color_e3018b1f_200\ID_5\f000000.jpg,PASS,PASS,True,True,True
