method_id,component,parameter,effective_value,unit,selection_basis,source_path,source_sha256,source_commit,runtime_override,covered_by_profile_hash,covered_by_effective_config_hash,covered_by_prediction_authority,evidence_class,scientific_effect,scientific_rationale,rationale_status,frozen_status,unresolved_notes
B0_CURRENT_STANDARD_V2_20260728,lifecycle,hidden_missed_frames,5,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,lifecycle|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_motion_consistency,0.55,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_motion_history,8,count,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_motion_model,false,boolean,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/bytetrack_raw.py,fe62045b5e260e45cd735f8be70726d3cf8c3f7fc2ea1159f22b968728f522e0,95dd37982251a6b59779e0eed020e266b54fc88c,false,YES,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,YES_PROFILE_OVERRIDE_ONLY,BOUND_BY_EFFECTIVE_CONFIG,Hidden_state,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_moving_displacement,0.035,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,association,hidden_overlap_iou_threshold,0.65,unitless ratio,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,association|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_overlap_window_frames,2,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_owner_guard,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,association,hidden_owner_guard_cost_margin,0.08,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,association|identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_owner_guard_hold_assignment,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,lifecycle,hidden_owner_guard_min_missed,2,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,lifecycle|identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_score_threshold,0.15,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_stationary_displacement,0.015,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_stationary_lock_frames,8,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_stationary_speed,0.006,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_max_hidden_frames,15,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_max_hidden_median_score,0.5,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_min_hidden_frames,8,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,association,hidden_suffix_id_swap_min_overlap_iou,0.7,unitless ratio,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,association|identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_min_overlap_persistence_frames,2,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_min_suffix_frames,600,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_repair,false,boolean,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/bytetrack_raw.py,fe62045b5e260e45cd735f8be70726d3cf8c3f7fc2ea1159f22b968728f522e0,95dd37982251a6b59779e0eed020e266b54fc88c,false,YES,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,YES_PROFILE_OVERRIDE_ONLY,BOUND_BY_EFFECTIVE_CONFIG,identity_repair|Hidden_state,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_start_back_frames,7,frames,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state|runtime,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,hidden_suffix_id_swap_use_overlap_persistence,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hidden_velocity_alpha,0.65,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state|evaluator_only,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,bbox_geometry,high_conf_smooth_alpha,0.75,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,bbox_geometry|evaluator_only,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,Hidden_state,hold_occluded_box,true,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,Hidden_state|bbox_geometry,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,identity_swap_guard,false,boolean,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/bytetrack_raw.py,fe62045b5e260e45cd735f8be70726d3cf8c3f7fc2ea1159f22b968728f522e0,95dd37982251a6b59779e0eed020e266b54fc88c,false,YES,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,YES_PROFILE_OVERRIDE_ONLY,BOUND_BY_EFFECTIVE_CONFIG,identity_repair,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,identity_swap_guard_far_x_threshold,0.67,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,identity_swap_guard_skip_mixed_occlusion_hold,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,identity_swap_guard_skip_mixed_occlusion_hold_far_only,false,boolean,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair|Hidden_state,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
B0_CURRENT_STANDARD_V2_20260728,identity_repair,identity_swap_iom_threshold,0.1,unitless,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py,52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,95dd37982251a6b59779e0eed020e266b54fc88c,,NO,547ae86e3be26671a9a148cb0e613ea1c602a0ff842a977ce9b7f1d217c10e41,PARTIAL_INHERITED_DEFAULTS_NOT_DUMPED,BOUND_BY_SOURCE_CODE,identity_repair,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,FROZEN_BY_PREDICTION_AUTHORITY,Current-main active value. The frozen prediction producer was ac9bda0f7432d56229ede36bbb8fa06167846313; inherited defaults were not preserved as a complete runtime dump.
