method_id,parameter,operation_controlled,unit,meaningful_range,effective_value,selection_basis,value_provenance,data_visible_at_selection,selected_before_or_after_metric_inspection,selection_scope,scientific_effects,sensitivity_study,frozen_status,scientific_rationale,rationale_status,evidence_class,support_class,per_video_parameter
B1_CURRENT_STANDARD_V2_20260728,hidden_owner_guard_hold_assignment,identity_repair|Hidden_state,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_owner_guard_min_missed,lifecycle|identity_repair|Hidden_state,frames,non-negative integer unless sentinel documented,2,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,lifecycle|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_score_threshold,Hidden_state,unitless,source-defined numeric domain,0.15,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_stationary_displacement,Hidden_state,unitless,source-defined numeric domain,0.015,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_stationary_lock_frames,Hidden_state|runtime,frames,non-negative integer unless sentinel documented,8,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_stationary_speed,Hidden_state,unitless,source-defined numeric domain,0.006,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_max_hidden_frames,identity_repair|Hidden_state|runtime,frames,non-negative integer unless sentinel documented,15,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|Hidden_state|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_max_hidden_median_score,identity_repair|Hidden_state,unitless,source-defined numeric domain,0.5,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_min_hidden_frames,identity_repair|Hidden_state|runtime,frames,non-negative integer unless sentinel documented,8,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|Hidden_state|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_min_overlap_iou,association|identity_repair|Hidden_state,unitless ratio,"[0,1] unless source contract states otherwise",0.7,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_min_overlap_persistence_frames,identity_repair|Hidden_state|runtime,frames,non-negative integer unless sentinel documented,2,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state|runtime,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_min_suffix_frames,identity_repair|Hidden_state|runtime,frames,non-negative integer unless sentinel documented,600,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|Hidden_state|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_repair,identity_repair|Hidden_state,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_start_back_frames,identity_repair|Hidden_state|runtime,frames,non-negative integer unless sentinel documented,7,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|Hidden_state|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_suffix_id_swap_use_overlap_persistence,identity_repair|Hidden_state,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hidden_velocity_alpha,Hidden_state|evaluator_only,unitless,source-defined numeric domain,0.65,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state|evaluator_only,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,high_conf_smooth_alpha,bbox_geometry|evaluator_only,unitless,source-defined numeric domain,0.75,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,bbox_geometry|evaluator_only,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,hold_occluded_box,Hidden_state|bbox_geometry,boolean,"{false,true}",true,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,Hidden_state|bbox_geometry,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_guard,identity_repair,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_guard_far_x_threshold,identity_repair,unitless,source-defined numeric domain,0.67,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_guard_skip_mixed_occlusion_hold,identity_repair|Hidden_state,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_guard_skip_mixed_occlusion_hold_far_only,identity_repair|Hidden_state,boolean,"{false,true}",true,PREDECLARED_DEVELOPMENT_SELECTION,src/pig_behavior/tracking/profiles/hybrid_bytetrack.py sha256=b3c63faffa705915e2e9e9b7823068af229ceedd9b263a68579e7d7b384500e6,13-video development evidence,frozen before authority execution; earlier development data visible,global profile; not per-video,identity_repair|Hidden_state,authority/ablation record may exist; not universal,YES,Profile override frozen by a development authority before its authority run.,SUFFICIENT_WITH_DEVELOPMENT_SCOPE_LIMITATION,BOUND_BY_EFFECTIVE_CONFIG,FULLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_iom_threshold,identity_repair,unitless,source-defined numeric domain,0.1,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,identity_swap_min_gain,identity_repair,unitless,source-defined numeric domain,0.015,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,imgsz,detection,count,source-defined integer domain,640,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,detection,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,initial_track_conf,engineering_or_indirect,unitless ratio,"[0,1] unless source contract states otherwise",0.45,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,engineering_or_indirect,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,iou,association,unitless ratio,"[0,1] unless source contract states otherwise",null,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,iou_fallback_threshold,association,unitless ratio,"[0,1] unless source contract states otherwise",0.45,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,labels_json,engineering_or_indirect,not applicable,None or source-defined value,null,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,engineering_or_indirect,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,local_pair_swap_max_gap_frames,identity_repair|runtime,frames,non-negative integer unless sentinel documented,2,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,local_pair_swap_min_motion_gain,identity_repair,unitless,source-defined numeric domain,0.08,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,local_pair_swap_min_overlap_iou,association|identity_repair,unitless ratio,"[0,1] unless source contract states otherwise",0.2,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association|identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,local_pair_swap_repair,identity_repair,boolean,"{false,true}",false,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,local_pair_swap_window_frames,identity_repair|runtime,frames,non-negative integer unless sentinel documented,8,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,long_pair_swap_max_gap_frames,identity_repair|runtime,frames,non-negative integer unless sentinel documented,2,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,long_pair_swap_min_frames,identity_repair|runtime,frames,non-negative integer unless sentinel documented,24,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair|runtime,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,long_pair_swap_min_median_separation,identity_repair,unitless,source-defined numeric domain,0.04,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,long_pair_swap_min_start_gain,identity_repair,unitless,source-defined numeric domain,0.08,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,long_pair_swap_repair,identity_repair,boolean,"{false,true}",false,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,identity_repair,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_cost_threshold,association|lifecycle,unitless,source-defined numeric domain,0.95,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association|lifecycle,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_different_raw_hidden_owner_appearance_threshold,association|lifecycle|identity_repair|Hidden_state,unitless,source-defined numeric domain,0.25,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association|lifecycle|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_different_raw_hidden_owner_bypass,lifecycle|identity_repair|Hidden_state,boolean,"{false,true}",true,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,lifecycle|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_different_raw_hidden_owner_min_center_gain,lifecycle|identity_repair|Hidden_state,unitless,source-defined numeric domain,0.03,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,lifecycle|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_different_raw_hidden_owner_min_missed,lifecycle|identity_repair|Hidden_state,frames,non-negative integer unless sentinel documented,2,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,lifecycle|identity_repair|Hidden_state,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
B1_CURRENT_STANDARD_V2_20260728,lost_track_fast_motion_appearance_threshold,association|lifecycle,unitless,source-defined numeric domain,0.3,INHERITED_DEFAULT_WITH_PROVENANCE,src/pig_behavior/tracking/config.py sha256=52c5f54ad44b6f76a8d143d168bdc942542d5fd263903cbf630f9c58ecf1cdd0,not a separate empirical selection,not separately selected,global profile; not per-video,association|lifecycle,not established,YES,Inherited from the hashed TrackingConfig source; no separate sensitivity claim.,PARTIAL_NO_METHOD_SPECIFIC_SENSITIVITY,BOUND_BY_SOURCE_CODE,PARTIALLY_GROUNDED,NO
