posture_review_item_id,native_temporal_unit_key,source_type,dataset_id,video_key,source_video_key,object_track_key,pig_id,track_id,recording_date,outer_fold_id,split_role,unit_start_frame,unit_end_frame,label_window_start,label_window_end,observed_frame_start,observed_frame_end
posture_review_0000120,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000353|track_id=tracklet_00000389|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs081119/000353,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs081119%2F000353|track_id=tracklet_00000389,ID_7,tracklet_00000389,081119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000121,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000234|track_id=tracklet_00003785|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs291119/000234,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs291119%2F000234|track_id=tracklet_00003785,ID_6,tracklet_00003785,291119,FOLD_1,train,0,15,0,15,0,15
posture_review_0000122,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0|anchor=1536,cvat_tracking_xml,cvat_tracking_Pigs301119_000330,Pigs301119_000330,Pigs301119_000330,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0,ID_1,0,301119,FOLD_2,train,1536,1541,1536,1541,1536,1541
posture_review_0000123,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000442|track_id=tracklet_00000196|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs091119/000442,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs091119%2F000442|track_id=tracklet_00000196,ID_4,tracklet_00000196,091119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000124,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000283|track_id=tracklet_00000396|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000283,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000283|track_id=tracklet_00000396,ID_6,tracklet_00000396,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000125,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=294,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,294,299,294,299,294,299
posture_review_0000126,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000194|track_id=tracklet_00001953|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000194,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000194|track_id=tracklet_00001953,ID_4,tracklet_00001953,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000127,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3|anchor=558,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3,ID_4,3,291119,FOLD_1,train,558,563,558,563,558,563
posture_review_0000128,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3|anchor=1530,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=3,ID_4,3,291119,FOLD_1,train,1530,1535,1530,1535,1530,1535
posture_review_0000129,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000228|track_id=tracklet_00003329|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000228,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000228|track_id=tracklet_00003329,ID_8,tracklet_00003329,041219,FOLD_4,exclude|train,0,15,0,15,0,15
posture_review_0000130,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000149|track_id=tracklet_00001880|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000149,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000149|track_id=tracklet_00001880,ID_2,tracklet_00001880,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000131,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000043|track_id=tracklet_00003504|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000043,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000043|track_id=tracklet_00003504,ID_7,tracklet_00003504,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000132,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1|anchor=120,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1,ID_7,1,301119,FOLD_2,train,120,125,120,125,120,125
posture_review_0000133,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1314,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,1314,1319,1314,1319,1314,1319
posture_review_0000134,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=114,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,114,119,114,119,114,119
posture_review_0000135,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000051|track_id=tracklet_00003487|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000051,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000051|track_id=tracklet_00003487,ID_6,tracklet_00003487,271119,FOLD_4,train,606,621,606,621,606,621
posture_review_0000136,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000177|track_id=tracklet_00004420|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000177,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000177|track_id=tracklet_00004420,ID_8,tracklet_00004420,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000137,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000161|track_id=tracklet_00001031|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000161,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000161|track_id=tracklet_00001031,ID_8,tracklet_00001031,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000138,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003433|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000262,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003433,ID_1,tracklet_00003433,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000139,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0|anchor=1560,cvat_tracking_xml,cvat_tracking_Pigs301119_000330,Pigs301119_000330,Pigs301119_000330,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0,ID_1,0,301119,FOLD_2,train,1560,1565,1560,1565,1560,1565
posture_review_0000140,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=216,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,216,221,216,221,216,221
posture_review_0000141,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5|anchor=168,cvat_tracking_xml,cvat_tracking_Pigs281119_000085_30fps,Pigs281119_000085_30fps,Pigs281119_000085_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5,ID_3,5,281119,FOLD_3,validation,168,173,168,173,168,173
posture_review_0000142,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001054|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000066,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000066|track_id=tracklet_00001054,ID_7,tracklet_00001054,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000143,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1110,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,1110,1115,1110,1115,1110,1115
posture_review_0000144,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000260|track_id=tracklet_00001829|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000260,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000260|track_id=tracklet_00001829,ID_7,tracklet_00001829,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000145,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004131|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000181,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000181|track_id=tracklet_00004131,ID_5,tracklet_00004131,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000146,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000146|track_id=tracklet_00001075|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000146,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000146|track_id=tracklet_00001075,ID_3,tracklet_00001075,031219,FOLD_4,train,16,31,16,31,16,31
posture_review_0000147,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=7|anchor=360,cvat_tracking_xml,cvat_tracking_Pigs281119_000085_30fps,Pigs281119_000085_30fps,Pigs281119_000085_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=7,ID_1,7,281119,FOLD_3,validation,360,365,360,365,360,365
posture_review_0000148,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000111|track_id=tracklet_00001715|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000111,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000111|track_id=tracklet_00001715,ID_6,tracklet_00001715,281119,FOLD_3,validation,246,261,246,261,246,261
posture_review_0000149,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000125|track_id=tracklet_00001673|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000125,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000125|track_id=tracklet_00001673,ID_5,tracklet_00001673,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000150,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1170,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,1170,1175,1170,1175,1170,1175
posture_review_0000151,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000039|track_id=tracklet_00002568|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs151119/000039,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000039|track_id=tracklet_00002568,ID_5,tracklet_00002568,151119,FOLD_4,train,5,20,5,20,5,20
posture_review_0000152,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=390,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,390,395,390,395,390,395
posture_review_0000153,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=1122,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,1122,1127,1122,1127,1122,1127
posture_review_0000154,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0|anchor=474,cvat_tracking_xml,cvat_tracking_Pigs291119_000231,Pigs291119_000231,Pigs291119_000231,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000231|video=Pigs291119_000231|track_id=0,ID_1,0,291119,FOLD_1,train,474,479,474,479,474,479
posture_review_0000155,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000146|track_id=tracklet_00001019|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000146,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000146|track_id=tracklet_00001019,ID_4,tracklet_00001019,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000156,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000231|track_id=tracklet_00001361|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000231,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000231|track_id=tracklet_00001361,ID_2,tracklet_00001361,041219,FOLD_4,train,2,17,2,17,2,17
posture_review_0000157,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000027|track_id=tracklet_00000554|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs151119/000027,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000027|track_id=tracklet_00000554,ID_6,tracklet_00000554,151119,FOLD_4,train,4,19,4,19,4,19
posture_review_0000158,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5|anchor=84,cvat_tracking_xml,cvat_tracking_Pigs281119_000085_30fps,Pigs281119_000085_30fps,Pigs281119_000085_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs281119_000085_30fps|video=Pigs281119_000085_30fps|track_id=5,ID_3,5,281119,FOLD_3,validation,84,89,84,89,84,89
posture_review_0000159,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=564,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,train,564,569,564,569,564,569
posture_review_0000160,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000037|track_id=tracklet_00003897|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000037,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000037|track_id=tracklet_00003897,ID_3,tracklet_00003897,271119,FOLD_4,train,598,613,598,613,598,613
posture_review_0000161,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000174|track_id=tracklet_00004210|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000174,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000174|track_id=tracklet_00004210,ID_1,tracklet_00004210,031219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000162,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3|anchor=360,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3,ID_4,3,291119,FOLD_1,train,360,365,360,365,360,365
posture_review_0000163,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000193|track_id=tracklet_00003399|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000193,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000193|track_id=tracklet_00003399,ID_7,tracklet_00003399,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000164,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0|anchor=912,cvat_tracking_xml,cvat_tracking_Pigs291119_000233,Pigs291119_000233,Pigs291119_000233,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000233|video=Pigs291119_000233|track_id=0,ID_1,0,291119,FOLD_1,exclude|train,912,917,912,917,912,917
posture_review_0000165,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6|anchor=1548,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6,ID_7,6,291119,FOLD_1,train,1548,1553,1548,1553,1548,1553
posture_review_0000166,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000293|track_id=tracklet_00001761|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000293,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000293|track_id=tracklet_00001761,ID_6,tracklet_00001761,041219,FOLD_4,train,7,22,7,22,7,22
posture_review_0000167,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6|anchor=1680,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6,ID_7,6,291119,FOLD_1,train,1680,1685,1680,1685,1680,1685
posture_review_0000168,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6|anchor=1590,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6,ID_7,6,291119,FOLD_1,train,1590,1595,1590,1595,1590,1595
posture_review_0000169,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3|anchor=630,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=3,ID_4,3,291119,FOLD_1,train,630,635,630,635,630,635
posture_review_0000170,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003435|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000262,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000262|track_id=tracklet_00003435,ID_3,tracklet_00003435,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000171,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6|anchor=1518,cvat_tracking_xml,cvat_tracking_Pigs291119_000226_30fps,Pigs291119_000226_30fps,Pigs291119_000226_30fps,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs291119_000226_30fps|video=Pigs291119_000226_30fps|track_id=6,ID_7,6,291119,FOLD_1,train,1518,1523,1518,1523,1518,1523
posture_review_0000172,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000048|track_id=tracklet_00003588|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs151119/000048,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs151119%2F000048|track_id=tracklet_00003588,ID_1,tracklet_00003588,151119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000173,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000072|track_id=tracklet_00004067|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000072,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000072|track_id=tracklet_00004067,ID_1,tracklet_00004067,271119,FOLD_4,train,0,15,0,15,0,15
posture_review_0000174,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000251|track_id=tracklet_00004454|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000251,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000251|track_id=tracklet_00004454,ID_8,tracklet_00004454,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000175,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000229|track_id=tracklet_00000070|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000229,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000229|track_id=tracklet_00000070,ID_1,tracklet_00000070,041219,FOLD_4,train,1,16,1,16,1,16
posture_review_0000176,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000145|track_id=tracklet_00001862|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000145,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000145|track_id=tracklet_00001862,ID_8,tracklet_00001862,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000177,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0|anchor=1548,cvat_tracking_xml,cvat_tracking_Pigs301119_000330,Pigs301119_000330,Pigs301119_000330,source=cvat_tracking_xml|dataset=cvat_tracking_Pigs301119_000330|video=Pigs301119_000330|track_id=0,ID_1,0,301119,FOLD_2,train,1548,1553,1548,1553,1548,1553
posture_review_0000178,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=0|anchor=1404,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=0,ID_8,0,301119,FOLD_2,train,1404,1409,1404,1409,1404,1409
posture_review_0000179,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs051219%2F000318|track_id=tracklet_00001646|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs051219/000318,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs051219%2F000318|track_id=tracklet_00001646,ID_1,tracklet_00001646,051219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000180,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000257|track_id=tracklet_00003798|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000257,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000257|track_id=tracklet_00003798,ID_4,tracklet_00003798,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000181,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000218|track_id=tracklet_00000137|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000218,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000218|track_id=tracklet_00000137,ID_4,tracklet_00000137,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000182,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1|anchor=78,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1,ID_7,1,301119,FOLD_2,train,78,83,78,83,78,83
posture_review_0000183,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000117|track_id=tracklet_00002849|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs031219/000117,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs031219%2F000117|track_id=tracklet_00002849,ID_1,tracklet_00002849,031219,FOLD_4,train,18,33,18,33,18,33
posture_review_0000184,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=0|anchor=1200,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=0,ID_8,0,301119,FOLD_2,train,1200,1205,1200,1205,1200,1205
posture_review_0000185,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000270|track_id=tracklet_00003909|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs041219/000270,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs041219%2F000270|track_id=tracklet_00003909,ID_6,tracklet_00003909,041219,FOLD_4,train,0,15,0,15,0,15
posture_review_0000186,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000168|track_id=tracklet_00000045|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000168,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000168|track_id=tracklet_00000045,ID_7,tracklet_00000045,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000187,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1|anchor=258,cvat_tracking_xml,cvat_tracking_pigs301119_000328,pigs301119_000328,pigs301119_000328,source=cvat_tracking_xml|dataset=cvat_tracking_pigs301119_000328|video=pigs301119_000328|track_id=1,ID_7,1,301119,FOLD_2,train,258,263,258,263,258,263
posture_review_0000188,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000164|track_id=tracklet_00000377|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs281119/000164,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs281119%2F000164|track_id=tracklet_00000377,ID_3,tracklet_00000377,281119,FOLD_3,validation,0,15,0,15,0,15
posture_review_0000189,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000029|track_id=tracklet_00002818|legacy_sequence,legacy_recovered,legacy_recovered_16f,pigs271119/000029,,source=legacy_recovered|dataset=legacy_recovered_16f|video=pigs271119%2F000029|track_id=tracklet_00002818,ID_7,tracklet_00002818,271119,FOLD_4,train,0,15,0,15,0,15
