path,line,column,matched_reference,classification,source_text
.codex_runs/old_bytetrack/src/pig_behavior/tracking/cli.py,129,18,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"default=""realtime"","
.codex_runs/old_bytetrack/src/pig_behavior/tracking/cli.py,151,52,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"help=""Enable offline smoothing/refinement (realtime mode ignores this)."","
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,77,18,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"mode: str = ""realtime""  # realtime, bytetrack, or gt_export"
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,77,31,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"mode: str = ""realtime""  # realtime, bytetrack, or gt_export"
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,205,10,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime"","
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,209,48,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"raise ValueError(""mode must be one of: realtime, bytetrack, gt_export."")"
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,214,37,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,# pipeline defaults used by realtime and gt_export.
.codex_runs/old_bytetrack/src/pig_behavior/tracking/config.py,255,14,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"# In realtime mode, explicitly turn off offline smoothing / post-processing"
.codex_runs/old_bytetrack/src/pig_behavior/tracking/detections.py,252,35,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,or just filter by det_conf in realtime.
.codex_runs/old_bytetrack/src/pig_behavior/tracking/detections.py,254,21,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"if cfg.mode == ""realtime"":"
.codex_runs/old_bytetrack/tests/test_tracking_improvements.py,106,32,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"cfg = TrackingConfig(mode=""realtime"", max_missing_frames=30)"
.codex_runs/old_bytetrack/tests/test_tracking_improvements.py,127,32,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"cfg = TrackingConfig(mode=""realtime"")"
.codex_tmp/realtime_motion_relabel_probe.py,393,16,realtime,HISTORICAL_DOCUMENTATION,"/ ""realtime"""
.codex_tmp/realtime_motion_relabel_probe.py,422,10,realtime,HISTORICAL_DOCUMENTATION,"""realtime"","
.tmp/track_child_stdout.log,1,76,realtime,HISTORICAL_DOCUMENTATION,"2026-07-03 04:25:21,272 [INFO] pig_behavior.tracking.runner: tracking mode=realtime tracker_type=bytetrack cvat_video_xml=False"
Kế Hoạch Tương Lai.md,3,14,realtime,HISTORICAL_DOCUMENTATION,## Goal mới: realtime online challenger — 2026-07-20
Kế Hoạch Tương Lai.md,5,21,realtime,HISTORICAL_DOCUMENTATION,- Mục tiêu vận hành realtime chuyển sang một challenger online-only; chỉ dùng
Kế Hoạch Tương Lai.md,7,27,realtime_balanced,HISTORICAL_DOCUMENTATION,- Giữ `realtime_fast` và `realtime_balanced` làm control bất biến. Fast là
Kế Hoạch Tương Lai.md,10,14,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,- Không coi `realtime_quality_delayed` hiện tại là ứng viên realtime: delay
Kế Hoạch Tương Lai.md,10,61,realtime,HISTORICAL_DOCUMENTATION,- Không coi `realtime_quality_delayed` hiện tại là ứng viên realtime: delay
Kế Hoạch Tương Lai.md,12,46,realtime,HISTORICAL_DOCUMENTATION,bằng chứng âm; challenger mới thay vai trò realtime quality nếu thắng gate.
Kế Hoạch Tương Lai.md,19,66,realtime,HISTORICAL_DOCUMENTATION,được khai báo là gate bắt buộc; không gọi profile dưới gate là realtime winner.
Kế Hoạch Tương Lai.md,29,18,realtime,HISTORICAL_DOCUMENTATION,## Override chọn realtime winner ngày 2026-07-19
Kế Hoạch Tương Lai.md,31,19,realtime,HISTORICAL_DOCUMENTATION,### Tiêu chí chọn realtime: Pareto đa mục tiêu
Kế Hoạch Tương Lai.md,33,14,realtime,HISTORICAL_DOCUMENTATION,"- Không chọn realtime chỉ theo HOTA, IDF1 hoặc IDSW. Candidate phải qua các"
Kế Hoạch Tương Lai.md,39,51,realtime,HISTORICAL_DOCUMENTATION,toàn bộ các chiều và trade-off phù hợp use case realtime đã công bố.
Kế Hoạch Tương Lai.md,49,20,realtime,HISTORICAL_DOCUMENTATION,### Quyền chọn của realtime Quality (bắt buộc)
Kế Hoạch Tương Lai.md,51,41,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,- `realtime_quality` (profile hiện có: `realtime_quality_delayed`) là ứng viên
Kế Hoạch Tương Lai.md,52,3,realtime,HISTORICAL_DOCUMENTATION,"realtime chính thức, có cùng quyền thắng Pareto như Fast và Balanced."
Kế Hoạch Tương Lai.md,54,11,realtime,HISTORICAL_DOCUMENTATION,profile realtime. Việc bỏ bớt profile là quyết định trình bày sau khi đã
Kế Hoạch Tương Lai.md,61,3,realtime,HISTORICAL_DOCUMENTATION,"realtime winner, nhưng phải giữ làm bằng chứng chất lượng và mốc so sánh."
Kế Hoạch Tương Lai.md,77,11,realtime,HISTORICAL_DOCUMENTATION,xếp làm realtime winner.
Kế Hoạch Tương Lai.md,98,12,realtime,HISTORICAL_DOCUMENTATION,- Các lane realtime vẫn đóng; sau khi hybrid hoàn tất mới lấy fast làm mốc
Kế Hoạch Tương Lai.md,115,44,realtime,HISTORICAL_DOCUMENTATION,rồi mới full-13 và repeat. Không mở lane realtime chỉ vì near-wall candidate
Kế Hoạch Tương Lai.md,117,29,realtime,HISTORICAL_DOCUMENTATION,- Chỉ chuyển công nghệ sang realtime sau một decision riêng xác nhận hybrid
Kế Hoạch Tương Lai.md,124,19,realtime,HISTORICAL_DOCUMENTATION,cơ chế nào sang realtime. Không tối ưu hai lane trong cùng một experiment.
Kế Hoạch Tương Lai.md,128,8,realtime,HISTORICAL_DOCUMENTATION,- Lane realtime tiếp theo dùng `realtime_fast` làm mốc vận hành. Balanced chỉ
Kế Hoạch Tương Lai.md,152,11,realtime,HISTORICAL_DOCUMENTATION,"profile realtime, nhưng dùng `include_hidden=false`. Giữ nó để tương thích;"
Kế Hoạch Tương Lai.md,156,4,realtime_balanced,HISTORICAL_DOCUMENTATION,"- `realtime_balanced`: IDSW `75`, HOTA `92.77%`, IDF1 `93.12%`, FP/FN"
Kế Hoạch Tương Lai.md,158,4,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"- `realtime_quality_delayed`: IDSW `21`, HOTA `96.60%`, IDF1 `97.02%`,"
Kế Hoạch Tương Lai.md,163,8,realtime,HISTORICAL_DOCUMENTATION,Các số realtime ở trên đều thuộc hợp đồng exclude-Hidden lịch sử. Không dùng
Kế Hoạch Tương Lai.md,171,4,realtime_balanced,HISTORICAL_DOCUMENTATION,"- `realtime_balanced`: IDSW `133`, HOTA `93.9254%`, IDF1 `93.7140%`, FP/FN"
Kế Hoạch Tương Lai.md,173,11,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"- Parent `realtime_quality_delayed` với simple gain `0.005`: IDSW `168`,"
Kế Hoạch Tương Lai.md,191,14,realtime,HISTORICAL_DOCUMENTATION,- Ba profile realtime đã được triển khai trong code và đã benchmark tại
Kế Hoạch Tương Lai.md,196,23,realtime_balanced,HISTORICAL_DOCUMENTATION,"- `realtime_fast` và `realtime_balanced`: causal, không sửa output đã phát."
Kế Hoạch Tương Lai.md,197,4,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,- `realtime_quality_delayed`: chỉ được gọi fixed-delay sau khi chứng minh mọi
Kế Hoạch Tương Lai.md,201,15,realtime,HISTORICAL_DOCUMENTATION,hybrid sang realtime.
Kế Hoạch Tương Lai.md,254,45,realtime_balanced,HISTORICAL_DOCUMENTATION,- `realtime_fast` không chậm hơn baseline; `realtime_balanced` có p95 không
Kế Hoạch Tương Lai.md,280,30,realtime,HISTORICAL_DOCUMENTATION,- Test profile tách biệt raw/realtime/hybrid và default flag không đổi.
Kế Hoạch Tương Lai.md,292,12,realtime,HISTORICAL_DOCUMENTATION,- Hard set realtime:
Kế Hoạch Tương Lai.md,333,62,realtime,HISTORICAL_DOCUMENTATION,- `local_pair_swap_repair=true` cũng chưa chạy trong profile realtime vì nằm
Kế Hoạch Tương Lai.md,336,54,realtime,HISTORICAL_DOCUMENTATION,fixed-lag implementation; chưa được quảng bá nó là realtime thuần.
Kế Hoạch Tương Lai.md,403,11,realtime_balanced,HISTORICAL_DOCUMENTATION,"- `RB0`: `realtime_balanced` từ `MC0`, causal baseline."
Kế Hoạch Tương Lai.md,423,60,realtime,HISTORICAL_DOCUMENTATION,hoạch này. Các mục lịch sử bên dưới về việc tạo ba profile realtime đã hoàn
Kế Hoạch Tương Lai.md,458,33,realtime,HISTORICAL_DOCUMENTATION,Mode này không cần đúng nghĩa realtime. Nó ưu tiên metric và tính ổn định ID.
Kế Hoạch Tương Lai.md,460,3,realtime,HISTORICAL_DOCUMENTATION,realtime
Kế Hoạch Tương Lai.md,483,68,realtime,HISTORICAL_DOCUMENTATION,"Những logic này chỉ cần trạng thái hiện tại/quá khứ, nên phù hợp realtime."
Kế Hoạch Tương Lai.md,493,10,realtime,HISTORICAL_DOCUMENTATION,camera realtime vẫn hiển thị trễ 0.2-0.5 giây để đổi lấy ID ổn
Kế Hoạch Tương Lai.md,503,53,realtime,HISTORICAL_DOCUMENTATION,Đây là logic hậu xử lý offline. Nếu đưa thẳng vào realtime sẽ sai bản chất
Kế Hoạch Tương Lai.md,504,4,realtime,HISTORICAL_DOCUMENTATION,"“realtime”. Nếu muốn dùng, phải đổi thành delayed_realtime với"
Kế Hoạch Tương Lai.md,505,28,realtime,HISTORICAL_DOCUMENTATION,"buffer dài, không gọi là realtime thuần."
Kế Hoạch Tương Lai.md,509,8,realtime,HISTORICAL_DOCUMENTATION,Tách realtime thành 3 profile:
Kế Hoạch Tương Lai.md,522,3,realtime_balanced,HISTORICAL_DOCUMENTATION,realtime_balanced
Kế Hoạch Tương Lai.md,532,3,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,realtime_quality_delayed
Kế Hoạch Tương Lai.md,580,5,realtime,HISTORICAL_DOCUMENTATION,- realtime: mode hiện tại
Kế Hoạch Tương Lai.md,592,16,realtime,HISTORICAL_DOCUMENTATION,Giai đoạn 3: realtime causal guard port
Kế Hoạch Tương Lai.md,594,33,realtime,HISTORICAL_DOCUMENTATION,Port từng phần từ hybrid sang realtime theo thứ tự:
Kế Hoạch Tương Lai.md,614,5,realtime,HISTORICAL_DOCUMENTATION,- realtime: low-latency streaming
Kế Hoạch Tương Lai.md,620,35,realtime,HISTORICAL_DOCUMENTATION,"baseline, không nên ép nó thành realtime. Nhưng realtime có thể học từ"
Kế Hoạch Tương Lai.md,620,51,realtime,HISTORICAL_DOCUMENTATION,"baseline, không nên ép nó thành realtime. Nhưng realtime có thể học từ"
Kế Hoạch Tương Lai.md,623,23,realtime,HISTORICAL_DOCUMENTATION,• Các bước nâng cấp realtime nên đi theo hướng không copy nguyên
Kế Hoạch Tương Lai.md,627,12,realtime,HISTORICAL_DOCUMENTATION,Mục tiêu realtime
Kế Hoạch Tương Lai.md,629,3,realtime,HISTORICAL_DOCUMENTATION,realtime nên có 3 profile rõ:
Kế Hoạch Tương Lai.md,634,6,realtime_balanced,HISTORICAL_DOCUMENTATION,2. realtime_balanced
Kế Hoạch Tương Lai.md,638,6,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,3. realtime_quality_delayed
Kế Hoạch Tương Lai.md,642,30,realtime,HISTORICAL_DOCUMENTATION,Bước 1: Đóng băng baseline realtime hiện tại
Kế Hoạch Tương Lai.md,649,12,realtime,HISTORICAL_DOCUMENTATION,--mode realtime ^
Kế Hoạch Tương Lai.md,651,32,realtime,HISTORICAL_DOCUMENTATION,--output-root outputs\eval\realtime\baseline_current ^
Kế Hoạch Tương Lai.md,652,36,realtime,HISTORICAL_DOCUMENTATION,--prediction-root outputs\pred\realtime\baseline_current
Kế Hoạch Tương Lai.md,658,22,realtime,HISTORICAL_DOCUMENTATION,Có thể chuyển sang realtime gần như trực tiếp:
Kế Hoạch Tương Lai.md,675,48,realtime,HISTORICAL_DOCUMENTATION,Cần viết lại bằng short-buffer nếu muốn dùng realtime-delayed:
Kế Hoạch Tương Lai.md,681,30,realtime,HISTORICAL_DOCUMENTATION,Bước 3: Tạo profile config realtime
Kế Hoạch Tương Lai.md,686,3,realtime_balanced,HISTORICAL_DOCUMENTATION,realtime_balanced
Kế Hoạch Tương Lai.md,687,3,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,realtime_quality_delayed
Kế Hoạch Tương Lai.md,689,12,realtime_balanced,HISTORICAL_DOCUMENTATION,Trong đó realtime_balanced nên bật thử trước:
Kế Hoạch Tương Lai.md,730,44,realtime,HISTORICAL_DOCUMENTATION,Nếu không đo latency thì chưa thể gọi là realtime có căn cứ.
Kế Hoạch Tương Lai.md,734,7,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"Với realtime_quality_delayed, dùng buffer nhỏ:"
Kế Hoạch Tương Lai.md,753,3,realtime_balanced,HISTORICAL_DOCUMENTATION,realtime_balanced
Kế Hoạch Tương Lai.md,754,3,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,realtime_quality_delayed
Kế Hoạch Tương Lai.md,772,5,realtime_balanced,HISTORICAL_DOCUMENTATION,- realtime_balanced: ứng dụng camera trực tiếp.
Kế Hoạch Tương Lai.md,773,5,realtime_quality_delayed,HISTORICAL_DOCUMENTATION,"- realtime_quality_delayed: ứng dụng gần realtime, chấp nhận delay ngắn để tăng ổn định ID."
Kế Hoạch Tương Lai.md,773,44,realtime,HISTORICAL_DOCUMENTATION,"- realtime_quality_delayed: ứng dụng gần realtime, chấp nhận delay ngắn để tăng ổn định ID."
Kế Hoạch Tương Lai.md,775,47,realtime,HISTORICAL_DOCUMENTATION,"Bước tiếp theo thực tế nên làm là benchmark realtime hiện tại trước, rồi mới"
Updating Tracking Pipeline Plan.md,15,17,realtime,HISTORICAL_DOCUMENTATION,7. Mọi thay đổi realtime không được phụ thuộc XML/CVAT. XML chỉ chạy trong gt_export mode.
Updating Tracking Pipeline Plan.md,167,6,realtime_balanced,HISTORICAL_DOCUMENTATION,- realtime_balanced
Updating Tracking Pipeline Plan.md,196,70,realtime_balanced,HISTORICAL_DOCUMENTATION,"7. Benchmark comparisons using 3 distinct profiles (`baseline_old`, `realtime_balanced`, `gt_export_quality`)."
Updating Tracking Pipeline Plan.md,204,117,realtime,HISTORICAL_DOCUMENTATION,"Mục tiêu chính của hệ thống là tracking 8 con lợn ổn định theo từng ID để phục vụ theo dõi sức khỏe trên laptop/gần realtime. Export XML CVAT chỉ là chức năng phụ trong `gt_export` mode để giảm thời gian tạo ground truth, không phải mục tiêu chính của pipeline."
Updating Tracking Pipeline Plan.md,214,16,realtime,HISTORICAL_DOCUMENTATION,5. Cần tách rõ realtime tracking và gt_export.
Updating Tracking Pipeline Plan.md,246,9,realtime,HISTORICAL_DOCUMENTATION,"mode = ""realtime""  # ""realtime"" hoặc ""gt_export"""
Updating Tracking Pipeline Plan.md,246,23,realtime,HISTORICAL_DOCUMENTATION,"mode = ""realtime""  # ""realtime"" hoặc ""gt_export"""
Updating Tracking Pipeline Plan.md,372,9,realtime,HISTORICAL_DOCUMENTATION,"mode = ""realtime"""
Updating Tracking Pipeline Plan.md,383,9,realtime,HISTORICAL_DOCUMENTATION,"Nếu cần realtime fast, tạo profile riêng:"
Updating Tracking Pipeline Plan.md,386,9,realtime,HISTORICAL_DOCUMENTATION,"mode = ""realtime"""
Updating Tracking Pipeline Plan.md,396,42,realtime_balanced,HISTORICAL_DOCUMENTATION,Không đặt `detect_every_n_frames=5` cho `realtime_balanced`. Profile balanced nên dùng `1` hoặc `2`.
Updating Tracking Pipeline Plan.md,484,40,realtime,HISTORICAL_DOCUMENTATION,"`max_det` không được là 8. Dùng 20 cho realtime balanced, 30 cho gt_export quality."
Updating Tracking Pipeline Plan.md,540,3,realtime,HISTORICAL_DOCUMENTATION,→ realtime output hoặc gt_export XML
Updating Tracking Pipeline Plan.md,543,38,realtime,HISTORICAL_DOCUMENTATION,Không slice raw detections trong cả `realtime` và `gt_export` trước deduplication.
Updating Tracking Pipeline Plan.md,844,5,realtime_balanced,HISTORICAL_DOCUMENTATION,### realtime_balanced
Updating Tracking Pipeline Plan.md,849,8,realtime,HISTORICAL_DOCUMENTATION,mode = realtime
Updating Tracking Pipeline Plan.md,862,8,realtime,HISTORICAL_DOCUMENTATION,mode = realtime
Updating Tracking Pipeline Plan.md,905,43,realtime_balanced,HISTORICAL_DOCUMENTATION,"python scripts\eval_pipeline.py --profile realtime_balanced -v Pigs281119_000085_30fps,Pigs291119_000263_30fps,Pigs291119_000302_30fps,Pigs291119_000226_30fps"
Updating Tracking Pipeline Plan.md,986,15,realtime,HISTORICAL_DOCUMENTATION,1. Có `mode = realtime / gt_export`.
Updating Tracking Pipeline Plan.md,1005,32,realtime_balanced,HISTORICAL_DOCUMENTATION,"15. Benchmark có baseline_old, realtime_balanced, realtime_fast, gt_export_quality."
Updating Tracking Pipeline Plan.md,2317,20,realtime_balanced,HISTORICAL_DOCUMENTATION,"I will modify the `realtime_balanced` profile in `configs/tracking_paths.json` to use `""imgsz"": 640` instead of `960`. This aligns with the ""imgsz = 960 hoặc 640 tùy laptop"" flexibility specified in the user request, and will dramatically speed up CPU inference."
Updating Tracking Pipeline Plan.md,2890,12,realtime_balanced,HISTORICAL_DOCUMENTATION,1. Launch `realtime_balanced` benchmark
Updating Tracking Pipeline Plan.md,2901,96,realtime_balanced,HISTORICAL_DOCUMENTATION,`task-1093` đã hoàn thành! Hãy đọc kết quả metrics đầy đủ cho cả 3 video rồi launch benchmark `realtime_balanced`.
Updating Tracking Pipeline Plan.md,2909,107,realtime_balanced,HISTORICAL_DOCUMENTATION,Baseline_old đã xong hoàn toàn. Tôi thấy report chỉ lưu 1 video mỗi lần chạy (overwrite). Bây giờ launch `realtime_balanced` ngay:
Updating Tracking Pipeline Plan.md,2911,89,realtime_balanced,HISTORICAL_DOCUMENTATION,"*User accepted the command `.venv\Scripts\python.exe scripts\eval_pipeline.py --profile realtime_balanced -v Pigs281119_000085_30fps,Pigs291119_000263_30fps,Pigs291119_000302_30fps --force-track --no-benchmark-rules --device cpu`*"
Updating Tracking Pipeline Plan.md,2915,2,realtime_balanced,HISTORICAL_DOCUMENTATION,"`realtime_balanced` đã launch. Trong lúc chờ, hãy ghi lại kết quả baseline_old đã có và tạo walkthrough artifact."
Updating Tracking Pipeline Plan.md,2931,16,realtime_balanced,HISTORICAL_DOCUMENTATION,- `task-1229` (realtime_balanced) đang chạy background — sẽ tốn ~6-9 phút/video × 3 videos
Updating Tracking Pipeline Plan.md,2935,43,realtime_balanced,HISTORICAL_DOCUMENTATION,Đã schedule wakeup sau 10 phút. Đang chờ `realtime_balanced` (task-1229) hoàn thành. Tôi sẽ tự động kiểm tra và tiếp tục khi timer kích hoạt hoặc task báo xong.
Updating Tracking Pipeline Plan.md,2948,2,realtime_balanced,HISTORICAL_DOCUMENTATION,"`realtime_balanced` Ä‘Ă£ hoĂ n thĂ nh. Káº¿t quáº£ evaluation hiá»‡n táº¡i váº«n chá»‰ cĂ³ `1` video GT há»£p lá»‡ Ä‘Æ°á»£c tĂ­nh metric (`Pigs291119_000302_30fps`), nĂªn cáº§n ghi rĂµ Ä‘iá»u nĂ y khi so sĂ¡nh profile."
Updating Tracking Pipeline Plan.md,2950,16,realtime_balanced,HISTORICAL_DOCUMENTATION,**Káº¿t quáº£ `realtime_balanced` (video `Pigs291119_000302_30fps`):**
Updating Tracking Pipeline Plan.md,2970,3,realtime_balanced,HISTORICAL_DOCUMENTATION,| realtime_balanced | Pigs291119_000302_30fps | 66.63% | 80.00% | 68.68% | 99.85% | 66.73% | 0 | 510 | 14 | 4766 | 100.00% |
Updating Tracking Pipeline Plan.md,2973,35,realtime_balanced,HISTORICAL_DOCUMENTATION,"- TrĂªn video GT Ä‘ang evaluate, `realtime_balanced` chÆ°a táº¡o khĂ¡c biá»‡t so vá»›i `baseline_old`."
Updating Tracking Pipeline Plan.md,2981,7,realtime_balanced,HISTORICAL_DOCUMENTATION,- `realtime_balanced`
configs/tracking_paths.json,33,6,realtime_balanced,ACTIVE_PROFILE_REGISTRY,"""realtime_balanced"": {"
configs/tracking_paths.json,38,42,realtime_balanced,ACTIVE_PROFILE_REGISTRY,"""output_dir"": ""outputs/id_tracking/realtime_balanced"","
configs/tracking_paths.json,41,47,realtime_balanced,ACTIVE_PROFILE_REGISTRY,"""prediction_root"": ""outputs/id_tracking/realtime_balanced"","
configs/tracking_paths.json,42,70,realtime_balanced,ACTIVE_PROFILE_REGISTRY,"""evaluation_output_root"": ""outputs/evaluation/tracking_metrics/realtime_balanced"","
configs/tracking_paths.json,43,16,realtime,SHARED_PRODUCTION_CODE,"""mode"": ""realtime"","
configs/tracking_paths.json,62,16,realtime,SHARED_PRODUCTION_CODE,"""mode"": ""realtime"","
docs/CLASSIFICATION_V2_SPATIOTEMPORAL_IMAGE_TRAINING_ROADMAP.md,29,48,realtime,HISTORICAL_DOCUMENTATION,"- Hỗ trợ cả đánh giá offline và triển khai gần realtime, nhưng không trộn hai hợp đồng thời gian trong cùng một model."
docs/CLASSIFICATION_V2_SPATIOTEMPORAL_IMAGE_TRAINING_ROADMAP.md,446,51,realtime,HISTORICAL_DOCUMENTATION,- Teacher-student distillation sang model nhỏ cho realtime.
docs/TRACKING_BALANCED_FAR_RIGHT_GUARD_DECISION_20260720.json,9,15,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""profile"": ""realtime_balanced"","
docs/TRACKING_BALANCED_FAR_RIGHT_GUARD_DECISION_20260720.json,143,13,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Retain realtime_balanced defaults and its existing authority unchanged."","
docs/TRACKING_BALANCED_FAR_RIGHT_GUARD_PLAN_20260720.json,11,17,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""profile"": ""realtime_balanced"","
docs/TRACKING_BALANCED_FAR_RIGHT_GUARD_PLAN_20260720.json,52,6,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime_balanced detection confidence and cadence"","
docs/TRACKING_CAUSALITY_DECISION_20260718_R0.json,51,6,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime_balanced"": {"
docs/TRACKING_CAUSALITY_DECISION_20260718_R0.json,74,24,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime_fast and realtime_balanced retain causal-framewise delay-0"","
docs/TRACKING_CAUSALITY_DECISION_20260718_R0.json,81,6,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime_quality_delayed remains post-video global-graph delay -1."""
docs/TRACKING_CAUSALITY_DECISION_20260718_R0.json,85,24,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Open one isolated realtime weak-event ablation with target and guardrails."""
docs/TRACKING_FAST_FAR_RIGHT_PREFIX_DECISION_20260720.json,111,19,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Do not claim realtime promotion or speed improvement from this window."","
docs/TRACKING_H4_FAR_CAMERA_GEOMETRY_DECISION_20260718.json,141,22,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Do not open any realtime lane."""
docs/TRACKING_H4_FAR_CAMERA_GEOMETRY_PLAN_20260718.json,152,11,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Open realtime only after a separate hybrid lane-completion decision."""
docs/TRACKING_H5_HIDDEN_SUFFIX_DECISION_20260718.json,109,11,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Keep realtime lanes closed until a separate hybrid lane-completion decision."""
docs/TRACKING_HYBRID_LANE_COMPLETION_DECISION_20260719.json,138,37,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""primary_optimization_target"": ""realtime_balanced"","
docs/TRACKING_HYBRID_LANE_COMPLETION_DECISION_20260719.json,139,26,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""secondary_target"": ""realtime_quality_delayed"","
docs/TRACKING_HYBRID_LANE_COMPLETION_DECISION_20260719.json,155,66,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Hybrid post-video technology is not automatically causal in realtime modes."""
docs/TRACKING_HYBRID_RESIDUAL_PLAN_20260718.json,114,24,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""primary_target"": ""realtime_balanced"","
docs/TRACKING_PAPER_PRIORITY_AND_REDESIGN_POLICY_20260719.json,42,16,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""lane"": ""realtime_balanced"","
docs/TRACKING_PAPER_PRIORITY_AND_REDESIGN_POLICY_20260719.json,48,16,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""lane"": ""realtime_quality_delayed"","
docs/TRACKING_PAPER_PRIORITY_AND_REDESIGN_POLICY_20260719.json,65,8,realtime_balanced,HISTORICAL_MANIFEST_OR_EVIDENCE,"""realtime_balanced"","
docs/TRACKING_PROMOTION_DECISION_20260717_H2_ASYMMETRIC_REFINEMENT.json,160,24,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""next_step"": ""Replay realtime evidence under include_hidden=true."""
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED.json,7,15,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""profile"": ""realtime_quality_delayed"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED.json,91,24,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""decision"": ""promote_realtime_quality_delayed_default"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,5,15,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""profile"": ""realtime_quality_delayed"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,42,39,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""20260717_9a2979d_includehidden_realtime_quality_delayed_parent_ec67d27_v1"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,44,39,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""20260717_9a2979d_includehidden_realtime_quality_delayed_parent_ec67d27_repeat_v1"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,46,39,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""20260717_9a2979d_includehidden_realtime_quality_delayed_candidate_dccad96_gain003_v1"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,48,39,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""20260717_9a2979d_includehidden_realtime_quality_delayed_candidate_dccad96_gain003_repeat_v1"""
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,179,23,realtime_quality_delayed,HISTORICAL_MANIFEST_OR_EVIDENCE,"""decision"": ""retain_realtime_quality_delayed_default_0_003"","
docs/TRACKING_PROMOTION_DECISION_20260717_P2_QUALITY_DELAYED_INCLUDE_HIDDEN.json,185,22,realtime,HISTORICAL_MANIFEST_OR_EVIDENCE,"""Close corrected realtime evidence, then address R0 causality before a new realtime ablation."""
