audit_item_id,video_id,frame_or_span,method_id,GT_identity,predicted_identity,GT_bbox,predicted_bbox,Hidden_status,matching_eligibility,error_category,episode_id,metric_contribution,selection_reason,visual_review_status,reviewer_comment
AUDIT-0059,Pigs301119_000329_30fps,1716-1799,bytetrack_raw,"('ID_1', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-6cd2913deecb035d3110,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0060,Pigs301119_000330_30fps,435-629,bytetrack_raw,"('ID_3', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-0e70a15436763ff162ba,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0061,Pigs281119_000085_30fps,64-1799,realtime_fast,"('ID_3', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-9dd07847eca05370a19d,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0062,Pigs291119_000216_30fps,172-1799,realtime_fast,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-45143d0e7b730710dce1,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0063,Pigs291119_000231_30fps,729-735,realtime_fast,"('ID_1', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-ae49a20f2cec485828c8,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0064,Pigs291119_000231_30fps,766-1799,realtime_fast,"('ID_1', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-91d622f482049d280d74,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0065,Pigs291119_000231_30fps,1368-1799,realtime_fast,"('ID_6', 'ID_7')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-5b6a93f6b4b971466f33,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0066,Pigs291119_000233_30fps,1096-1799,realtime_fast,"('ID_1', 'ID_2')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-63e61bbf628d9da264b2,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0067,Pigs301119_000327_30fps,1656-1799,realtime_fast,"('ID_6', 'ID_7')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-fcde8d6ed0b8f61ddfe8,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0068,Pigs281119_000085_30fps,62-1799,rf_hybrid,"('ID_3', 'ID_4')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-2440d4d2813ab37c7a22,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0069,Pigs291119_000216_30fps,170-1799,rf_hybrid,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-2cdc947cccf2ce1f4690,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0070,Pigs291119_000231_30fps,764-1799,rf_hybrid,"('ID_1', 'ID_5')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-4c9743278e0fe034de34,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0071,Pigs291119_000231_30fps,1368-1799,rf_hybrid,"('ID_6', 'ID_7')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-8203e5a0a6d5373ea7e2,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0072,Pigs291119_000263_30fps,409-1033,rf_hybrid,"('ID_4', 'ID_6')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-beb6b50bdd84c1769d2b,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0073,Pigs301119_000327_30fps,1652-1799,rf_hybrid,"('ID_6', 'ID_7')",RECIPROCAL_PAIRWISE_SWAP,EPISODE_LEVEL,EPISODE_LEVEL,MIXED_OR_UNKNOWN,AUTHORITATIVE_PAIRWISE_EVENT,PERSISTENT_PAIRWISE_SWAP,pairwise-swap-v2-10f76b27b75ef341ad7e,one persistent pairwise swap event,ALL_PERSISTENT_SWAPS_EVERY_ACTIVE_METHOD,NOT_REVIEWED,
AUDIT-0074,Pigs281119_000085_30fps,924,bytetrack_raw,ID_6,ID_6,"[620.32, 193.64, 821.96, 300.91]","[621.76, 201.94, 833.72, 294.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0075,Pigs291119_000216_30fps,0,bytetrack_raw,ID_7,ID_7,"[934.95, 433.39, 1125.73, 509.46]","[934.95, 433.39, 1125.73, 509.46]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0076,Pigs291119_000225_30fps,115,bytetrack_raw,ID_5,ID_7,"[298.65, 278.88, 512.4, 611.6]","[319.79, 280.67, 511.24, 617.48]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0077,Pigs291119_000226_30fps,12,bytetrack_raw,ID_3,ID_3,"[630.7, 146.68, 821.47, 267.36]","[643.5, 148.59, 818.8, 268.96]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0078,Pigs291119_000231_30fps,28,bytetrack_raw,ID_6,ID_6,"[454.23, 339.54, 622.39, 597.48]","[453.91, 326.14, 612.3, 598.98]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0079,Pigs291119_000233_30fps,0,bytetrack_raw,ID_1,ID_1,"[205.74, 36.59, 536.46, 276.01]","[205.74, 36.59, 536.46, 276.01]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0080,Pigs291119_000263_30fps,0,bytetrack_raw,ID_3,ID_3,"[772.12, 206.63, 955.34, 336.79]","[773.68, 208.55, 955.09, 332.89]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0081,Pigs291119_000302_30fps,482,bytetrack_raw,ID_8,ID_8,"[973.54, 497.2, 1066.23, 568.74]","[960.17, 519.82, 1080.28, 571.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0082,Pigs301119_000327_30fps,731,bytetrack_raw,ID_6,ID_6,"[286.98, 194.5, 631.7, 374.6]","[287.99, 197.29, 633.01, 371.03]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0083,Pigs301119_000328_30fps,753,bytetrack_raw,ID_4,ID_4,"[609.01, 327.02, 716.17, 594.09]","[604.67, 329.79, 718.12, 593.14]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0084,Pigs301119_000329_30fps,1314,bytetrack_raw,ID_3,ID_3,"[857.89, 195.52, 1011.86, 359.77]","[866.09, 193.85, 1016.67, 365.73]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0085,Pigs281119_000085_30fps,924,hybrid_bytetrack,ID_6,ID_6,"[620.32, 193.64, 821.96, 300.91]","[632.35, 205.92, 820.78, 297.46]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0086,Pigs291119_000216_30fps,0,hybrid_bytetrack,ID_7,ID_7,"[934.95, 433.39, 1125.73, 509.46]","[934.95, 433.39, 1125.73, 509.46]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0087,Pigs291119_000225_30fps,115,hybrid_bytetrack,ID_5,ID_7,"[298.65, 278.88, 512.4, 611.6]","[247.08, 274.34, 562.22, 616.8]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0088,Pigs291119_000226_30fps,12,hybrid_bytetrack,ID_3,ID_3,"[630.7, 146.68, 821.47, 267.36]","[633.08, 150.55, 821.8, 267.74]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0089,Pigs291119_000231_30fps,28,hybrid_bytetrack,ID_6,ID_6,"[454.23, 339.54, 622.39, 597.48]","[454.23, 339.54, 622.39, 597.48]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0090,Pigs291119_000233_30fps,0,hybrid_bytetrack,ID_1,ID_1,"[205.74, 36.59, 536.46, 276.01]","[205.74, 36.59, 536.47, 276.01]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0091,Pigs291119_000263_30fps,0,hybrid_bytetrack,ID_3,ID_3,"[772.12, 206.63, 955.34, 336.79]","[773.68, 208.55, 955.09, 332.89]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0092,Pigs291119_000302_30fps,482,hybrid_bytetrack,ID_8,ID_8,"[973.54, 497.2, 1066.23, 568.74]","[968.32, 491.28, 1071.28, 571.59]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0093,Pigs301119_000327_30fps,731,hybrid_bytetrack,ID_6,ID_6,"[286.98, 194.5, 631.7, 374.6]","[353.92, 200.48, 561.58, 367.12]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0094,Pigs301119_000328_30fps,753,hybrid_bytetrack,ID_4,ID_4,"[609.01, 327.02, 716.17, 594.09]","[605.35, 330.21, 718.02, 593.62]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0095,Pigs301119_000329_30fps,1314,hybrid_bytetrack,ID_3,ID_3,"[857.89, 195.52, 1011.86, 359.77]","[866.74, 193.38, 1015.67, 363.53]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0096,Pigs281119_000085_30fps,924,realtime_fast,ID_6,ID_6,"[620.32, 193.64, 821.96, 300.91]","[621.76, 201.94, 833.72, 294.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0097,Pigs291119_000216_30fps,0,realtime_fast,ID_7,ID_7,"[934.95, 433.39, 1125.73, 509.46]","[934.95, 433.39, 1125.73, 509.46]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0098,Pigs291119_000225_30fps,115,realtime_fast,ID_5,ID_7,"[298.65, 278.88, 512.4, 611.6]","[279.57, 273.75, 510.01, 615.61]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0099,Pigs291119_000226_30fps,12,realtime_fast,ID_3,ID_3,"[630.7, 146.68, 821.47, 267.36]","[643.5, 148.59, 818.8, 268.96]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0100,Pigs291119_000231_30fps,28,realtime_fast,ID_6,ID_6,"[454.23, 339.54, 622.39, 597.48]","[455.79, 333.15, 618.37, 598.47]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0101,Pigs291119_000233_30fps,0,realtime_fast,ID_1,ID_1,"[205.74, 36.59, 536.46, 276.01]","[205.74, 36.59, 536.46, 276.01]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0102,Pigs291119_000263_30fps,0,realtime_fast,ID_3,ID_3,"[772.12, 206.63, 955.34, 336.79]","[773.68, 208.55, 955.09, 332.89]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0103,Pigs291119_000302_30fps,482,realtime_fast,ID_8,ID_8,"[973.54, 497.2, 1066.23, 568.74]","[960.17, 519.82, 1080.28, 571.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0104,Pigs301119_000327_30fps,731,realtime_fast,ID_6,ID_6,"[286.98, 194.5, 631.7, 374.6]","[280.6, 190.02, 636.66, 368.2]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0105,Pigs301119_000328_30fps,753,realtime_fast,ID_4,ID_4,"[609.01, 327.02, 716.17, 594.09]","[605.19, 330.41, 719.06, 593.61]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0106,Pigs301119_000329_30fps,1314,realtime_fast,ID_3,ID_3,"[857.89, 195.52, 1011.86, 359.77]","[866.09, 193.85, 1016.67, 365.73]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0107,Pigs281119_000085_30fps,924,rf_hybrid,ID_6,ID_6,"[620.32, 193.64, 821.96, 300.91]","[621.76, 201.94, 833.72, 294.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0108,Pigs291119_000216_30fps,0,rf_hybrid,ID_7,ID_7,"[934.95, 433.39, 1125.73, 509.46]","[934.95, 433.39, 1125.73, 509.46]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0109,Pigs291119_000225_30fps,115,rf_hybrid,ID_5,ID_7,"[298.65, 278.88, 512.4, 611.6]","[279.57, 273.75, 510.01, 615.61]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0110,Pigs291119_000226_30fps,12,rf_hybrid,ID_3,ID_3,"[630.7, 146.68, 821.47, 267.36]","[643.5, 148.59, 818.8, 268.96]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0111,Pigs291119_000231_30fps,28,rf_hybrid,ID_6,ID_6,"[454.23, 339.54, 622.39, 597.48]","[455.88, 329.19, 618.47, 594.51]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0112,Pigs291119_000233_30fps,0,rf_hybrid,ID_1,ID_1,"[205.74, 36.59, 536.46, 276.01]","[205.74, 36.59, 536.46, 276.01]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0113,Pigs291119_000263_30fps,0,rf_hybrid,ID_3,ID_3,"[772.12, 206.63, 955.34, 336.79]","[773.68, 208.55, 955.09, 332.89]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0114,Pigs291119_000302_30fps,482,rf_hybrid,ID_8,ID_8,"[973.54, 497.2, 1066.23, 568.74]","[960.17, 519.82, 1080.28, 571.68]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0115,Pigs301119_000327_30fps,731,rf_hybrid,ID_6,ID_6,"[286.98, 194.5, 631.7, 374.6]","[280.6, 190.02, 636.66, 368.2]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
AUDIT-0116,Pigs301119_000328_30fps,753,rf_hybrid,ID_4,ID_4,"[609.01, 327.02, 716.17, 594.09]","[605.19, 330.41, 719.06, 593.61]",YES,PRIMARY_INCLUDED; VISIBLE_ONLY_EXCLUDED_BEFORE_MATCHING,HIDDEN_POLICY_SENSITIVITY_REFERENCE,NOT_APPLICABLE,population membership changes by policy,HIDDEN_STATUS_MATERIALLY_CHANGES_ELIGIBILITY,NOT_REVIEWED,
